,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E1509_87,,0.17269,,,
E444_89,,,0.17670999999999998,,
E1989_187,,,,0.37349,
E797_410,0.82129,,,,
E18_290,,0.58032,,,
E769_428,,0.8574299999999999,,,
E1358_174,,0.34739000000000003,,,
E1942_333,,,0.66667,,
E1800_203,0.40562,,,,
E85_392,,,0.78514,,
E773_92,,,0.18273,,
E20_183,,0.36546,,,
E1696_68,,,,,0.13454000000000002
E312_432,,0.86546,,,
E1745_71,0.14056,,,,
E1047_27,,0.05221,,,
E793_261,,,0.5220899999999999,,
E1281_363,,,0.7269100000000001,,
E1518_166,,,0.33133,,
E133_119,0.23695,,,,
E1643_193,0.38554,,,,
E833_103,,,0.20481999999999997,,
E1759_228,,,0.45582,,
E724_73,,,,0.14458,
E1805_195,0.38956,,,,
E1798_381,,0.76305,,,
E1167_126,,,0.251,,
E1007_146,,,0.29116,,
E1015_494,,0.9899600000000001,,,
E1449_309,,0.61847,,,
E726_353,,0.7068300000000001,,,
E1536_398,,,,0.79719,
E159_391,,,0.78313,,
E1319_278,,0.5562199999999999,,,
E1795_266,,0.53213,,,
E1613_155,,,0.30924,,
E1064_183,,0.36546,,,
E1456_420,,0.8413700000000001,,,
E1346_378,,0.75703,,,
E633_275,0.5502,,,,
E396_138,0.2751,,,,
E1428_328,0.65663,,,,
E1264_222,,,0.44378,,
E1388_21,,,0.04016,,
E1443_348,,,0.6967899999999999,,
E1862_250,,,0.5,,
E630_297,0.59438,,,,
E1612_239,,,0.47791000000000006,,
E957_476,,,,0.9538200000000001,
E261_459,,0.9196799999999999,,,
E1363_80,,0.15863,,,
E288_442,,,0.88554,,
E135_400,,0.8012,,,
E1448_22,,,0.04217,,
E893_100,,0.1988,,,
E101_44,,0.08635,,,
E1208_11,,,,,0.02008
E1537_440,0.8815299999999999,,,,
E547_468,0.93775,,,,
E355_4,,,0.00602,,
E1490_249,,0.49799,,,
E420_405,,0.81124,,,
E1910_276,,0.5522100000000001,,,
E439_278,0.5562199999999999,,,,
E1048_53,,,0.10442,,
E1022_455,,,0.91165,,
E1327_396,,,0.7931699999999999,,
E892_116,0.23092,,,,
E87_302,0.60442,,,,
E670_136,,,0.27108000000000004,,
E1146_190,0.37951999999999997,,,,
E1563_201,,,,0.40160999999999997,
E1833_460,0.92169,,,,
E1172_93,0.18474000000000002,,,,
E389_403,0.80723,,,,
E620_395,0.7911600000000001,,,,
E891_264,,,0.5281100000000001,,
E188_116,0.23092,,,,
E1486_473,,0.9477899999999999,,,
E1554_191,,,0.38153000000000004,,
E1481_423,0.84739,,,,
E550_311,0.62249,,,,
E1063_280,0.56024,,,,
E637_317,,,0.63454,,
E1269_282,0.56426,,,,
E1980_279,0.55823,,,,
E78_333,,,0.66667,,
E80_56,,0.11044000000000001,,,
E208_279,,,,,0.55823
E170_441,0.8835299999999999,,,,
E698_401,,0.8032100000000001,,,
E1018_420,,,0.8413700000000001,,
E119_50,,0.09838999999999999,,,
E1416_475,,,0.95181,,
E1285_217,,0.43373,,,
E1287_474,,,0.9498,,
E1059_44,,0.08635,,,
E1052_175,,0.3494,,,
E1398_44,,,,,0.08635
E1760_260,,,0.52008,,
E1002_314,,0.62851,,,
E336_26,,,,0.0502,
E1274_327,0.65462,,,,
E1641_498,,,0.9979899999999999,,
E130_303,,0.60643,,,
E1564_427,0.8554200000000001,,,,
E1500_214,0.42771000000000003,,,,
E1847_99,,,0.19679000000000002,,
E1551_178,0.35541999999999996,,,,
E51_119,,,0.23695,,
E1109_226,,,0.45181000000000004,,
E1881_21,,0.04016,,,
E1837_179,0.35743,,,,
E1540_153,0.30522,,,,
E356_151,0.3012,,,,
E1231_417,0.83534,,,,
E1244_5,,,,0.008029999999999999,
E1860_374,,,0.7490000000000001,,
E651_466,0.93373,,,,
E153_219,,0.43775,,,
E1884_131,,0.26104,,,
E126_342,0.68474,,,,
E1497_309,,0.61847,,,
E1103_427,,,,0.8554200000000001,
E568_417,,,0.83534,,
E1602_99,,,0.19679000000000002,,
E1544_452,,0.9056200000000001,,,
E788_39,,,0.07631,,
E1237_409,0.8192799999999999,,,,
E1404_357,,,0.71486,,
E267_19,,0.03614,,,
E368_211,,,0.42168999999999995,,
E359_147,,0.29317,,,
E657_50,0.09838999999999999,,,,
E1861_158,0.31526,,,,
E1176_194,0.38755,,,,
E903_201,,,0.40160999999999997,,
E47_371,,,0.74297,,
E441_102,0.20281,,,,
E559_451,,,0.90361,,
E486_358,,0.71687,,,
E531_305,0.61044,,,,
E512_126,,,0.251,,
E990_483,,,0.9678700000000001,,
E1708_289,0.57831,,,,
E1560_230,0.45983999999999997,,,,
E147_368,,0.73695,,,
E1936_305,,0.61044,,,
E446_447,0.8955799999999999,,,,
E663_136,0.27108000000000004,,,,
E1413_368,,0.73695,,,
E251_199,,0.39759,,,
E582_153,0.30522,,,,
E270_427,,0.8554200000000001,,,
E1809_374,0.7490000000000001,,,,
E1389_198,,0.39558000000000004,,,
E753_221,,,,,0.44177
E1599_193,0.38554,,,,
E266_230,0.45983999999999997,,,,
E904_84,,0.16667,,,
E728_326,0.65261,,,,
E17_182,,,0.36345,,
E1994_117,0.23293000000000003,,,,
E110_237,0.4739,,,,
E589_347,,0.6947800000000001,,,
E252_462,0.9257,,,,
E1427_376,,0.7530100000000001,,,
E1981_86,0.17068,,,,
E1035_301,0.60241,,,,
E168_145,,,0.28916,,
E475_61,0.12047999999999999,,,,
E1202_405,,,0.81124,,
E402_131,0.26104,,,,
E1531_132,0.26305,,,,
E942_490,,,0.98193,,
E103_139,0.27710999999999997,,,,
E1971_347,,,0.6947800000000001,,
E1849_129,,,0.25703000000000004,,
E1295_497,,,0.99598,,
E1049_253,0.50602,,,,
E1943_351,0.70281,,,,
E1932_286,,,0.57229,,
E86_437,0.8755,,,,
E1465_400,0.8012,,,,
E131_472,0.94578,,,,
E1592_286,,0.57229,,,
E1011_401,,,0.8032100000000001,,
E1567_464,0.9297200000000001,,,,
E557_162,,0.32329,,,
E520_487,,,0.9759,,
E1961_236,,,0.47189,,
E1888_487,,0.9759,,,
E1299_200,,,0.3996,,
E1303_408,0.8172699999999999,,,,
E37_231,,,0.46185,,
E881_320,,0.64056,,,
E413_321,0.64257,,,,
E1839_487,,0.9759,,,
E747_257,0.5140600000000001,,,,
E898_224,,,0.44778999999999997,,
E289_228,0.45582,,,,
E1351_161,,,,,0.32129
E1970_319,,0.63855,,,
E154_313,,,0.62651,,
E496_141,,,0.28112,,
E71_94,,0.18675,,,
E290_484,,,0.96988,,
E1505_156,0.31124,,,,
E962_207,0.41365,,,,
E1186_376,,,0.7530100000000001,,
E366_368,,,0.73695,,
E1915_285,,,0.57028,,
E482_306,,,0.61245,,
E863_488,,,0.9779100000000001,,
E1045_381,,0.76305,,,
E985_310,0.62048,,,,
E1118_34,,,,0.06627000000000001,
E1293_11,,,0.02008,,
E1046_207,0.41365,,,,
E1604_25,,,,0.04819,
E577_293,,,0.58635,,
E248_361,0.7228899999999999,,,,
E1221_438,,0.87751,,,
E1079_491,0.9839399999999999,,,,
E1355_482,,,0.96586,,
E1423_159,0.31727,,,,
E1316_290,,0.58032,,,
E143_356,0.71285,,,,
E941_174,,,,,0.34739000000000003
E523_417,,,0.83534,,
E612_142,,,0.28313,,
E1056_217,0.43373,,,,
E155_133,,0.26506,,,
E375_303,,,,,0.60643
E626_98,,,0.19478,,
E954_135,,0.26908000000000004,,,
E118_158,,,0.31526,,
E1690_302,,0.60442,,,
E1541_338,0.67671,,,,
E1519_131,,,,,0.26104
E1228_278,,0.5562199999999999,,,
E1514_332,0.66466,,,,
E1840_102,,0.20281,,,
E877_207,,,0.41365,,
E1603_25,,0.04819,,,
E1896_351,0.70281,,,,
E1977_435,,0.87149,,,
E1507_130,,,0.25904,,
E1193_200,,,0.3996,,
E259_287,0.5743,,,,
E768_318,,,0.63655,,
E1962_298,0.59639,,,,
E924_66,,0.13052,,,
E515_483,0.9678700000000001,,,,
E533_140,0.27912,,,,
E238_216,0.43173,,,,
E1716_331,,0.66265,,,
E1078_324,,0.64859,,,
E220_72,,,,,0.14257
E223_489,,,0.9799200000000001,,
E1898_84,0.16667,,,,
E781_159,,,0.31727,,
E1460_428,,0.8574299999999999,,,
E1987_390,,0.78112,,,
E1919_93,0.18474000000000002,,,,
E50_125,0.249,,,,
E1573_222,,0.44378,,,
E631_24,0.04618,,,,
E1057_392,,0.78514,,,
E524_16,,,0.030119999999999997,,
E1151_270,,,0.5401600000000001,,
E1356_378,,0.75703,,,
E1624_292,,,0.58434,,
E1457_116,,,0.23092,,
E1535_103,,0.20481999999999997,,,
E393_411,,0.82329,,,
E428_446,,0.8935700000000001,,,
E636_147,,,0.29317,,
E1382_52,0.10240999999999999,,,,
E1651_475,0.95181,,,,
E546_429,,,0.85944,,
E856_307,0.61446,,,,
E1916_397,,,0.79518,,
E830_167,0.33333,,,,
E115_438,,,0.87751,,
E1148_238,0.4759,,,,
E1458_485,,,0.9718899999999999,,
E209_90,0.17870999999999998,,,,
E616_213,0.4257,,,,
E945_282,,,0.56426,,
E1786_454,,,0.90964,,
E454_479,,,0.9598399999999999,,
E150_237,0.4739,,,,
E1328_381,,,0.76305,,
E380_182,,,0.36345,,
E1978_68,,0.13454000000000002,,,
E107_92,,0.18273,,,
E831_489,0.9799200000000001,,,,
E908_208,,0.41566000000000003,,,
E1124_168,,,0.33534,,
E62_155,0.30924,,,,
E561_98,0.19478,,,,
E1071_67,,0.13253,,,
E1177_92,,0.18273,,,
E1614_395,0.7911600000000001,,,,
E369_92,0.18273,,,,
E1498_139,0.27710999999999997,,,,
E1769_442,0.88554,,,,
E708_40,,,,,0.07831
E1687_274,0.54819,,,,
E1171_111,0.22088000000000002,,,,
E1396_238,,0.4759,,,
E757_407,0.81526,,,,
E1107_216,0.43173,,,,
E865_308,,,0.61647,,
E553_91,,0.18072,,,
E1725_305,,,0.61044,,
E260_312,,,0.6245,,
E1154_43,0.08434,,,,
E715_146,0.29116,,,,
E1590_299,0.59839,,,,
E695_188,0.3755,,,,
E1279_375,0.7509999999999999,,,,
E394_179,0.35743,,,,
E1017_484,0.96988,,,,
E906_363,,,0.7269100000000001,,
E239_384,0.76908,,,,
E1722_98,,0.19478,,,
E42_370,0.7409600000000001,,,,
E641_76,,0.1506,,,
E660_27,,,0.05221,,
E405_296,,0.59237,,,
E820_62,,0.12249000000000002,,,
E1112_449,,0.8996,,,
E605_445,,,0.8915700000000001,,
E1033_431,0.86345,,,,
E90_170,0.33936,,,,
E705_311,,0.62249,,,
E1070_426,,0.85341,,,
E593_247,,,0.49398000000000003,,
E1390_278,,0.5562199999999999,,,
E1566_195,,,,0.38956,
E395_366,,,0.73293,,
E1086_337,,0.6747,,,
E1453_300,0.6004,,,,
E1491_408,,,0.8172699999999999,,
E1516_138,,,0.2751,,
E850_141,,0.28112,,,
E1476_200,,,0.3996,,
E112_343,,0.68675,,,
E30_426,,,0.85341,,
E27_9,,0.016059999999999998,,,
E857_405,,0.81124,,,
E1816_185,0.36948000000000003,,,,
E1239_190,,,0.37951999999999997,,
E746_324,,0.64859,,,
E1387_61,,,0.12047999999999999,,
E570_313,0.62651,,,,
E653_56,,0.11044000000000001,,,
E1533_319,,,0.63855,,
E1420_21,,,0.04016,,
E948_473,,,,,0.9477899999999999
E294_176,,,,,0.35141
E473_106,0.21084,,,,
E25_460,0.92169,,,,
E586_423,,,0.84739,,
E1212_345,,0.69076,,,
E370_213,0.4257,,,,
E1111_23,,0.044180000000000004,,,
E642_255,0.5100399999999999,,,,
E1812_249,0.49799,,,,
E1619_37,,,0.07229,,
E195_339,,0.67871,,,
E674_258,0.5160600000000001,,,,
E1282_116,,,0.23092,,
E1152_57,0.11245,,,,
E967_388,,0.7771100000000001,,,
E1653_303,,,0.60643,,
E1113_78,,0.15462,,,
E662_171,,,,,0.34137
E1721_346,0.69277,,,,
E1782_1,,0.0,,,
E1820_387,,,0.7751,,
E1810_126,,0.251,,,
E622_75,0.14859,,,,
E1119_392,,,0.78514,,
E1361_187,,0.37349,,,
E1556_431,,0.86345,,,
E1972_212,,,0.42368999999999996,,
E1459_344,0.68876,,,,
E212_367,,0.7349399999999999,,,
E1214_165,,,0.32932,,
E1058_480,0.96185,,,,
E545_85,,,0.16867000000000001,,
E730_363,0.7269100000000001,,,,
E680_190,,,0.37951999999999997,,
E330_134,,0.26707,,,
E1697_285,,,0.57028,,
E49_303,,0.60643,,,
E1524_56,,0.11044000000000001,,,
E1974_375,,,0.7509999999999999,,
E390_125,,,0.249,,
E684_368,,0.73695,,,
E1224_158,0.31526,,,,
E802_461,,,0.92369,,
E809_446,0.8935700000000001,,,,
E400_380,,0.7610399999999999,,,
E1493_15,,,0.028110000000000003,,
E1347_24,,0.04618,,,
E1412_464,,,0.9297200000000001,,
E2_378,,,0.75703,,
E848_395,0.7911600000000001,,,,
E909_244,,,0.48795,,
E548_8,,,0.01406,,
E693_340,,,0.68072,,
E348_340,0.68072,,,,
E381_163,0.3253,,,,
E699_92,,,0.18273,,
E847_255,0.5100399999999999,,,,
E608_340,,,0.68072,,
E902_136,,,0.27108000000000004,,
E1454_418,0.83735,,,,
E332_142,0.28313,,,,
E287_182,,,0.36345,,
E129_65,0.12850999999999999,,,,
E1414_296,0.59237,,,,
E1373_208,,,0.41566000000000003,,
E1095_92,,,0.18273,,
E1246_32,,,0.06225,,
E996_249,0.49799,,,,
E735_247,,0.49398000000000003,,,
E587_496,0.99398,,,,
E200_204,,0.40763,,,
E57_327,,,0.65462,,
E896_186,,0.37149,,,
E1318_291,,,0.58233,,
E965_253,0.50602,,,,
E10_297,0.59438,,,,
E1876_125,,,,,0.249
E409_486,0.9739,,,,
E1941_297,0.59438,,,,
E765_416,,,0.8333299999999999,,
E1101_113,,0.2249,,,
E1314_332,,,0.66466,,
E714_103,,0.20481999999999997,,,
E1811_396,,,0.7931699999999999,,
E56_223,,,0.44578,,
E1163_191,,0.38153000000000004,,,
E1750_468,0.93775,,,,
E455_76,,,0.1506,,
E327_56,,,,0.11044000000000001,
E414_418,,,,,0.83735
E1067_414,0.8293200000000001,,,,
E442_94,,,0.18675,,
E445_41,,,0.08032,,
E1543_321,,0.64257,,,
E1135_401,0.8032100000000001,,,,
E14_44,0.08635,,,,
E597_32,0.06225,,,,
E1818_23,,0.044180000000000004,,,
E584_231,0.46185,,,,
E671_373,0.7469899999999999,,,,
E501_296,,0.59237,,,
E1321_173,,,0.34538,,
E874_48,0.09437999999999999,,,,
E1368_133,,0.26506,,,
E777_306,0.61245,,,,
E1741_6,,0.01004,,,
E1190_496,0.99398,,,,
E243_291,,0.58233,,,
E1777_289,,0.57831,,,
E685_188,,,0.3755,,
E201_327,0.65462,,,,
E780_273,,0.54618,,,
E1648_397,,,0.79518,,
E1792_264,,,0.5281100000000001,,
E88_110,0.21888000000000002,,,,
E1546_292,,,0.58434,,
E1925_193,0.38554,,,,
E345_382,0.7650600000000001,,,,
E70_74,0.14659,,,,
E1748_259,0.51807,,,,
E1236_428,0.8574299999999999,,,,
E193_315,,0.63052,,,
E1230_138,,0.2751,,,
E828_130,,0.25904,,,
E973_329,,,0.65863,,
E811_134,,,0.26707,,
E1216_38,0.0743,,,,
E1054_44,0.08635,,,,
E1276_60,,0.11847,,,
E1756_279,,,0.55823,,
E1256_201,0.40160999999999997,,,,
E638_338,,0.67671,,,
E665_230,,,0.45983999999999997,,
E1365_401,,0.8032100000000001,,,
E1115_310,,0.62048,,,
E683_144,0.28715,,,,
E89_29,0.056220000000000006,,,,
E1515_282,0.56426,,,,
E495_36,,0.07028,,,
E1206_351,0.70281,,,,
E1055_492,,,0.9859399999999999,,
E981_300,0.6004,,,,
E1240_398,,,,0.79719,
E1153_458,0.9176700000000001,,,,
E1918_290,,0.58032,,,
E846_253,,0.50602,,,
E1229_286,,0.57229,,,
E1450_71,,0.14056,,,
E189_121,,0.24095999999999998,,,
E1184_329,0.65863,,,,
E1523_211,,,0.42168999999999995,,
E1616_76,0.1506,,,,
E443_451,,0.90361,,,
E1478_293,,0.58635,,,
E1091_405,,,0.81124,,
E93_467,0.93574,,,,
E697_47,,,0.09237000000000001,,
E952_308,,,,,0.61647
E1489_442,0.88554,,,,
E1976_378,,,0.75703,,
E1892_74,,,0.14659,,
E1582_243,,0.48594,,,
E535_248,0.49598000000000003,,,,
E741_129,,,,,0.25703000000000004
E1765_265,,0.53012,,,
E1804_405,0.81124,,,,
E1137_373,,0.7469899999999999,,,
E387_372,0.74498,,,,
E1447_78,0.15462,,,,
E139_19,0.03614,,,,
E1841_326,0.65261,,,,
E29_154,,0.30723,,,
E1600_295,,,0.59036,,
E1650_296,,0.59237,,,
E529_381,,0.76305,,,
E696_488,,0.9779100000000001,,,
E1253_239,0.47791000000000006,,,,
E116_364,,,0.72892,,
E790_67,,,,0.13253,
E963_331,0.66265,,,,
E432_381,,0.76305,,,
E1400_497,,0.99598,,,
E1733_12,,,0.022090000000000002,,
E0_448,0.89759,,,,
E352_158,0.31526,,,,
E1703_415,,,0.8313299999999999,,
E540_473,0.9477899999999999,,,,
E960_139,0.27710999999999997,,,,
E1372_305,,0.61044,,,
E1126_269,0.53815,,,,
E463_409,0.8192799999999999,,,,
E688_289,,,0.57831,,
E1983_384,0.76908,,,,
E1012_401,0.8032100000000001,,,,
