,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
G11,0.32934309999999994,0.2273731,0.1966552,0.35171020000000003,0.0488713,0.3891071,0.3624231,0.0530947,0.0584558,0.2113625,0.0965148,0.1052036,0.0784329,0.2886777,0.0570773,0.3674534,0.0581406,0.0121106,0.2634612,0.1869632,0.2024372,0.0114447,0.2554633,0.3184647,0.0759153,0.0014288,0.0697204,0.2707867,0.0063156,0.1196819,0.268409,0.3897003,0.1234545,0.1840813,0.210834,0.1156821,0.08218049999999999,0.0771322,0.3723887,0.3317395,0.2182194,0.071159,0.0201105,0.0042365,0.1740639,0.0231272,0.1350594,0.0526903,0.2261393,0.3490638,0.021786,0.0392652,0.11473519999999998,0.180262,0.2181281,0.2006794,0.0017516,0.0113058,0.12702860000000002,0.17774079999999998,0.2652766,0.1910707,0.15491300000000002,0.0350559,0.28801259999999995,0.0527761,0.0427224,0.0042118,0.0099416,0.0676263,0.0669131,0.0566113,0.0607987,0.0901378,0.1274128,0.33951370000000003,0.0267265,0.15140309999999998,0.4126087000000001,0.0010526,0.1771709,0.0241226,0.1143985,0.1123183,0.1399049,0.2852151,0.3081466,0.2148075,0.1383507,0.2544541,0.06252100000000001,0.0811557,0.2399184,0.0931698,0.0064212,0.0564026,0.0739247,0.0107719,0.0129147,0.08095169999999999
G12,0.5598786,0.3663329,0.6040403,0.5060555,0.0953709,0.2774478,0.3475585,0.4230032,0.1872633,0.2507666,0.0120646,0.4380208,0.31574070000000004,0.5800721999999999,0.4044543,0.2892093,0.3676841,0.5660744000000001,0.3356898,0.3074509,0.3197772,0.1976371,0.2125945,0.1620481,0.33796950000000003,0.33510490000000004,0.35570250000000003,0.3898777,0.3831799,0.0283115,0.2352058,0.5374924,0.3612447,0.4740864000000001,0.1720652,0.13684720000000006,0.2137764,0.4380781,0.3866555999999999,0.6091723000000001,0.6685438,0.2066583,0.5821138000000001,0.1300424,0.3806129,0.4003483,0.2526681,0.1490065,0.5940533,0.400398,0.5079647,0.0417365,0.6130749,0.3768333,0.21536020000000006,0.32263600000000003,0.2139212,0.3125518,0.217818,0.6240813000000001,0.2024176,0.7432364,0.27851079999999995,0.18672020000000006,0.4174742,0.1381808,0.07535499999999999,0.3871063,0.3468676,0.3118703,0.3131795,0.1129352,0.4682246,0.1031155,0.589921,0.2032568,0.3811699,0.0859067,0.3312055,0.3093371,0.5504863,0.0494151,0.4044187,0.22189210000000004,0.556272,0.1017745,0.7201178,0.6241201,0.5534941999999999,0.2122704,0.5045185000000001,0.1271344,0.1461887,0.2453772,0.23092270000000004,0.3694307,0.3885638,0.1347621,0.455032,0.1624068
G13,0.2273219,0.1884356,0.1256317,0.5475492,0.4778880999999999,0.1913065,0.16877160000000002,0.3801115,0.1720877,0.1369888,0.3134735,0.509774,0.07380149999999999,0.1471017,0.5047823,0.3012232,0.2279898,0.2580113,0.2853507,0.2417529,0.1274989,0.4991541,0.1922677,0.28322309999999995,0.15281570000000005,0.4902761,0.1503906,0.1389875,0.4412238000000001,0.4702581,0.3579968,0.30622340000000003,0.1496294,0.290705,0.451244,0.2125674,0.107881,0.2685561,0.1114987,0.3544967,0.3272055,0.2390744,0.079971,0.4114241,0.1245093,0.159058,0.5536774999999999,0.2240593,0.2106085,0.3167191,0.5851491,0.3694579,0.2494926,0.0964725,0.459986,0.2736215,0.0891928,0.2009486,0.3967721,0.2388583,0.4474758,0.4663644,0.4733157,0.129425,0.4682148,0.31236220000000003,0.2223543,0.2144539,0.062612,0.34085570000000004,0.4972675,0.1004414,0.1672425,0.0975839,0.1493575,0.1592306,0.253458,0.14908970000000002,0.3960397,0.0756674,0.2901944,0.4231897,0.4316905,0.1348309,0.2658538,0.1336608,0.4997974,0.118994,0.23291750000000006,0.16052829999999998,0.4167174,0.3170509,0.25223070000000003,0.2088743,0.3698115,0.4126209,0.0979466,0.2433377,0.1623974,0.1024432
G14,0.0665114,0.14041900000000002,0.1093888,0.0660921,0.07402360000000001,0.055955999999999985,0.1323817,0.047917,0.0832688,0.06908910000000001,0.07683939999999999,0.14407070000000002,0.0549153,0.1257296,0.0248915,0.0636597,0.032967,0.0443365,0.05609490000000001,0.0987424,0.0387342,0.1059653,0.0486902,0.0695294,0.06238,0.0486841,0.029505,0.0176095,0.0387473,0.3575026,0.026065,0.0607495,0.0276058,0.0318611,0.05272,0.033834699999999995,0.0695392,0.0990938,0.1140177,0.08490299999999999,0.037759,0.0638798,0.0782518,0.0423172,0.0959422,0.0365689,0.15931070000000006,0.062153699999999985,0.0675798,0.0220268,0.0462095,0.06363440000000001,0.0778171,0.0786494,0.0916266,0.0611611,0.0691247,0.1301086,0.0940797,0.08551349999999999,0.0763059,0.0563131,0.08087029999999999,0.0864597,0.0696765,0.07661,0.0402124,0.0562915,0.0529026,0.06251799999999999,0.0774431,0.0518503,0.046855,0.0635081,0.0711066,0.005943199999999999,0.0295832,0.0480311,0.1087789,0.0481386,0.0260525,0.0250802,0.0736233,0.0724662,0.094339,0.0125185,0.1020434,0.06646260000000001,0.0434958,0.0379588,0.041915,0.0927565,0.1204131,0.036592900000000005,0.0621352,0.0476917,0.0921551,0.043114,0.055623300000000014,0.0507645
G15,0.4503283,0.2305962,0.4021887,0.4653245,0.6306473000000001,0.4271427,0.1814291,0.2280801,0.3987992,0.3260881,0.3579408,0.0010665,0.4050661,0.4149046,0.4706874,0.3566322,0.669241,0.5354707,0.28047140000000004,0.3514835,0.4823941,0.4963444,0.4093248,0.3190063,0.5899821999999999,0.27090990000000004,0.4599342000000001,0.4357105,0.260483,0.0021171,0.4921026,0.3696576,0.490385,0.4166858,0.2881028,0.5414565,0.2368679,0.5827114000000001,0.3606077,0.3477225,0.4113867,0.3819126,0.4674139,0.3746707,0.4924978,0.4154362,0.009394,0.4620418,0.3402094,0.1135593,0.4766186,0.0093491,0.3930121,0.5490096999999999,0.4095106,0.2940857,0.5035788,0.4461600000000001,0.4166529000000001,0.2271055,0.5105895,0.4150145000000001,0.4884396,0.2706639,0.4148744,0.2451286,0.539573,0.4015838,0.3641873,0.4343675,0.419058,0.4576882,0.396503,0.3010647,0.3247952,0.3922021,0.3260988,0.3986135,0.4487329000000001,0.3294106,0.3087729,0.1925225,0.008140300000000001,0.490356,0.3565703,0.4384826,0.3667859000000001,0.4500983,0.3004403,0.3697129,0.4076437,0.40075,0.4747509,0.616811,0.30465640000000005,0.2894399,0.3222048,0.35590720000000003,0.3251236,0.3699422
G16,0.4227385,0.7876413000000001,0.6192911999999999,0.5997545999999999,0.5794239000000001,0.5029186,0.4535591,0.5940321,0.3301215,0.1368,0.4653305,0.7336056,0.6306359,0.5269963000000001,0.5429615,0.3535215,0.7478304,0.3747945,0.5964063000000001,0.6676215,0.3858181,0.4891272,0.4628877,0.5550944,0.4763144,0.0,0.7392196999999999,0.5918298000000001,0.5645485,0.6351654,0.4648198,0.7490503000000001,0.6748776999999999,0.645378,0.2959672,0.7395776,0.6494974,0.5605732,0.5596656,0.6604714,0.4165235,0.6616103,0.3593801,0.6149541999999999,0.7875166,0.3834854,0.5598171,0.6484263000000001,0.645641,0.5917097,0.4636316,0.6132951999999999,0.34302740000000004,0.5730608,0.4720199000000001,0.4262139,0.4918334,0.6484501,0.434833,0.5515658,0.5735204,0.4346178,0.6447831,0.6134224,0.6046047,0.6553227,0.0009281,0.3576515,0.4873265000000001,0.6150618,0.5973698000000001,0.486996,0.7306981,0.6155499,0.6183191,0.5620967,0.6423129,0.3675505,0.6531087,0.6931512,0.6671173,0.5399063000000001,0.5081371,0.6746906,0.5709996,0.3042399,0.5393843,0.704365,0.4752959,0.3218516,0.5500746999999999,0.5064223,0.6362436,0.6481715,0.5939483,0.8178122,0.6014630999999999,0.6934798000000001,0.6257865,0.5954429
G17,0.0731936,0.397468,0.12511019999999998,0.264042,0.3588696,0.07192029999999999,0.1977903,0.16881020000000002,0.2809382,0.13724779999999998,0.1149693,0.3581376,0.35332129999999995,0.1784252,0.3394942,0.2749742,0.3165817,0.2879676,0.11642089999999998,0.1973623,0.14033270000000006,0.2641652,0.14266729999999994,0.1137097,0.1618395,0.6866701,0.1233359,0.4967769,0.1881002,0.4782542,0.2211923,0.1320126,0.30812690000000004,0.0924919,0.3085381,0.1709457,0.2257217,0.2056493,0.1556899,0.108022,0.0914262,0.2244789,0.3098342,0.1240625,0.0931889,0.1059974,0.2518172,0.1855599,0.1488402,0.2510834,0.1029713,0.2464814,0.1842851,0.17659560000000002,0.08298489999999999,0.2279508,0.1193275,0.3393029,0.2371748,0.3896916,0.1049287,0.2295985,0.1095884,0.7318253,0.1430876,0.1154491,0.25589470000000003,0.3732304,0.1233974,0.5600676,0.1870151,0.3019412,0.1098241,0.2602039,0.2097885,0.1570136,0.1424855,0.1243404,0.1036562,0.3148474,0.1931057,0.1541091,0.3677917,0.1811506,0.1628012,0.0902763,0.2412366,0.0965779,0.2276785,0.2027602,0.3796982,0.4075231,0.197744,0.1449124,0.108552,0.12364669999999997,0.1393269,0.1192281,0.06400059999999999,0.4825138
G18,0.5958278,0.6314634,0.80245,0.5682835,0.6621933000000001,0.6035151,0.5929314,0.7503829000000001,0.5643784000000001,0.6845581000000001,0.6333009,0.039393,0.666076,0.318267,0.6752013000000001,0.5788045999999999,0.0113604,0.6319596,0.6444223000000001,0.5890907,0.5808536,0.6675684000000001,0.5663545,0.5411608,0.6838171,0.5524503000000001,0.5717453,0.7649518,0.6327073000000001,0.13996879999999998,0.5813647,0.5192886,0.5950632,0.6888366,0.5777199000000001,0.634501,0.6104088000000001,0.7141808000000001,0.6558956,0.6357615,0.5596992,0.6748917,0.6032251999999999,0.6127281,0.5759747,0.0515347,0.5582453,0.1462392,0.6266564,0.625112,0.7620383000000001,0.6384,0.6986649,0.5985775999999999,0.6984366,0.6555904,0.5990495,0.6355101,0.5697259,0.5771475,0.6683915,0.5797135999999999,0.6051767,0.8311337999999999,0.5805441,0.7102635,0.6144335,0.5829075,0.5652451999999999,0.6987449,0.6665116,0.6592621999999999,0.6010359000000001,0.7481873,0.7719535,0.6737581,0.5966965,0.7018448,0.8316339,0.0739125,0.6097825,0.676208,0.714377,0.6624376000000001,0.6572316,0.6805217,0.7305590999999999,0.6939411999999999,0.6837183000000001,0.6080901999999999,0.0021394,0.7602354,0.6382621,0.5598569999999999,0.4572498,0.6858084,0.7162054,0.6312297,0.0217133,0.6949703
G19,0.3662592,0.3451947,0.1874736,0.6117473000000001,0.5753201,0.3040888,0.5774286,0.2246199,0.4175157,0.199123,0.4706943,0.3369649,0.16097360000000002,0.30811940000000004,0.18165870000000006,0.0966052,0.5850414,0.2751854,0.34389790000000003,0.5512097,0.4008487,0.3835796,0.3313696,0.4766384,0.411927,0.4520252,0.2955375,0.3426659,0.2796271,0.367753,0.2759148,0.4148319,0.2379053,0.0431872,0.3816296,0.2192242,0.0673684,0.598691,0.3340527,0.5804666,0.2939364,0.1137203,0.689762,0.2986679,0.5289069000000001,0.1139413,0.4818901,0.5148414000000001,0.2222844,0.4274555,0.08421580000000001,0.5733878000000001,0.5057782000000001,0.2013987,0.3201381,0.3250637,0.5391978000000001,0.5315091,0.5650232,0.4299102,0.4647286,0.4261279000000001,0.5165543,0.5952018,0.145919,0.5345677,0.2408753,0.3135894,0.6095676999999999,0.4980876,0.35761550000000003,0.4550929,0.448171,0.0996615,0.2531245,0.512137,0.6753157,0.484475,0.3440348,0.6219029,0.3858749,0.5022039,0.346664,0.3215643,0.3079283,0.2558022,0.3908233,0.5961488,0.4093336,0.0596281,0.3445255,0.5689348000000001,0.6696685,0.4363288,0.28048720000000005,0.4666121,0.1912409,0.5190209,0.008374799999999998,0.2203718
G20,0.5307039000000001,0.4094339,0.5364314,0.5078097,0.5023380999999999,0.4474803,0.4002379,0.4210515,0.3535581,0.4599603,0.5773305999999999,0.2116759,0.3951016,0.5539935,0.2304304,0.279801,0.18008429999999995,0.4499283,0.603197,0.15081329999999998,0.4136951,0.2000628,0.4895351,0.1326067,0.34701620000000005,0.5977358,0.3355271,0.150352,0.30279670000000003,0.4804209,0.3471081,0.3477671,0.4306551,0.08654819999999999,0.4441839,0.2036401,0.4914731,0.5727166,0.5480714,0.30130490000000004,0.6130275,0.2936303,0.3388253,0.3642154,0.5188952,0.3269993,0.1770951,0.5667597,0.5832763000000001,0.2237387,0.07809980000000001,0.32239759999999995,0.5369694,0.2248083,0.1688382,0.3338615,0.3921445,0.3395107,0.1200554,0.2760634,0.2630152,0.5042519,0.4371922,0.0955874,0.5273266,0.4372957,0.50658,0.1756273,0.4219003,0.4309284,0.2400975,0.21333520000000006,0.5906847,0.2491574,0.2250056,0.2361127,0.4734859,0.4102642,0.19341,0.43905,0.4353673,0.2638549000000001,0.5729319,0.3831808,0.4396037999999999,0.1992857,0.106506,0.3520797,0.2695267,0.4600423,0.0874178,0.3687034,0.3465255,0.5197622000000001,0.2002957,0.2050525,0.19609820000000006,0.1643682,0.17371270000000005,0.2798234000000001
