,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E1209_470,0.9417700000000001,,,,
E160_44,,0.08635,,,
E1345_428,,0.8574299999999999,,,
E637_469,,,0.93976,,
E204_66,,0.13052,,,
E1025_162,,,0.32329,,
E483_497,,,0.99598,,
E747_245,,0.48996000000000006,,,
E1983_465,,,,,0.93173
E1648_471,0.94378,,,,
E1769_271,,,0.5421699999999999,,
E1916_324,,,0.64859,,
E339_372,,,0.74498,,
E1173_485,,,0.9718899999999999,,
E615_454,,,0.90964,,
E128_311,,,0.62249,,
E660_3,,,0.00402,,
E146_195,,,0.38956,,
E462_52,,0.10240999999999999,,,
E1666_295,,,,,0.59036
E954_91,,0.18072,,,
E1414_60,,,,,0.11847
E1468_127,,,,,0.25301
E1385_111,,,,,0.22088000000000002
E221_377,,0.75502,,,
E1135_201,,,0.40160999999999997,,
E1267_288,,0.57631,,,
E1031_309,,,,,0.61847
E1144_474,,0.9498,,,
E1488_155,,,0.30924,,
E308_118,,,0.23494,,
E542_257,,0.5140600000000001,,,
E0_341,,,,0.6827300000000001,
E1348_48,,,0.09437999999999999,,
E441_192,,,,0.38353000000000004,
E1036_201,,,0.40160999999999997,,
E1242_39,,,,,0.07631
E1316_311,,0.62249,,,
E35_79,,,,,0.15663
E1166_197,,0.39357,,,
E2_275,,,0.5502,,
E1511_340,,,0.68072,,
E400_62,,0.12249000000000002,,,
E1541_198,,,,,0.39558000000000004
E1521_333,0.66667,,,,
E1680_75,,,,0.14859,
E714_1,,0.0,,,
E1652_102,,,0.20281,,
E864_410,,0.82129,,,
E901_331,,0.66265,,,
E943_170,,,,,0.33936
E1516_472,,,,0.94578,
E563_427,,,0.8554200000000001,,
E377_37,,,,,0.07229
E319_285,,0.57028,,,
E656_317,,0.63454,,,
E685_401,,,0.8032100000000001,,
E1262_191,,0.38153000000000004,,,
E493_207,,,0.41365,,
E904_369,,0.7389600000000001,,,
E388_294,,0.58835,,,
E117_356,,,0.71285,,
E1818_445,,0.8915700000000001,,,
E1762_222,,,,,0.44378
E1771_316,,0.63253,,,
E695_190,,,0.37951999999999997,,
E1843_344,,,0.68876,,
E1172_244,,,,0.48795,
E321_193,,0.38554,,,
E1372_256,,0.51205,,,
E1490_426,,,0.85341,,
E686_313,0.62651,,,,
E1756_364,,,0.72892,,
E1364_115,,,0.22891999999999998,,
E1213_123,0.24498000000000003,,,,
E1288_207,,,,,0.41365
E471_70,,,0.13855,,
E1798_86,,,0.17068,,
E514_408,,0.8172699999999999,,,
E1382_383,,,,,0.76707
E1015_169,,,0.33735,,
E1862_119,,,0.23695,,
E892_277,,,,,0.5542199999999999
E1346_208,,0.41566000000000003,,,
E64_439,,,0.8795200000000001,,
E1523_191,,,0.38153000000000004,,
E72_282,,,0.56426,,
E1108_322,,0.64458,,,
E1397_490,,,,0.98193,
E1061_62,,,,,0.12249000000000002
E1294_328,,,,,0.65663
E1518_370,,0.7409600000000001,,,
E1839_358,,0.71687,,,
E4_15,,,,,0.028110000000000003
E9_63,0.1245,,,,
E528_455,,0.91165,,,
E1245_203,,,0.40562,,
E775_57,,,,0.11245,
E821_284,,,0.5682699999999999,,
E1203_405,,0.81124,,,
E1940_482,0.96586,,,,
E1529_172,,,,,0.34337
E754_130,,0.25904,,,
E1903_131,,,0.26104,,
E701_208,,,,,0.41566000000000003
E812_315,,,,,0.63052
E1660_451,,,,,0.90361
E1948_378,,,,0.75703,
E1129_247,,,,,0.49398000000000003
E1431_446,,,0.8935700000000001,,
E1657_233,,0.46586000000000005,,,
E1001_231,,,0.46185,,
E1136_63,,0.1245,,,
E62_47,0.09237000000000001,,,,
E361_269,,,,,0.53815
E80_178,,,0.35541999999999996,,
E452_212,,,,0.42368999999999996,
E793_4,0.00602,,,,
E1009_440,0.8815299999999999,,,,
E178_476,0.9538200000000001,,,,
E626_437,,,0.8755,,
E1220_287,,,,,0.5743
E1809_300,,,,,0.6004
E1604_58,,0.11445999999999999,,,
E398_89,,0.17670999999999998,,,
E1921_447,,0.8955799999999999,,,
E118_308,,,,,0.61647
E212_135,,0.26908000000000004,,,
E651_395,,,,,0.7911600000000001
E244_457,,0.91566,,,
E324_244,,,0.48795,,
E1656_222,,0.44378,,,
E958_373,,0.7469899999999999,,,
E803_171,,,,0.34137,
E566_251,,0.5020100000000001,,,
E1842_466,,,,,0.93373
E657_404,,,0.80924,,
E565_485,,0.9718899999999999,,,
E1419_171,,0.34137,,,
E801_113,,,,,0.2249
E19_147,0.29317,,,,
E1727_474,,0.9498,,,
E1726_311,,,,,0.62249
E933_482,,0.96586,,,
E1067_82,,,,,0.16265
E1685_386,,,,,0.7730899999999999
E1972_67,,,0.13253,,
E1131_116,,,0.23092,,
E860_116,,0.23092,,,
E1882_159,,,,,0.31727
E384_322,0.64458,,,,
E3_366,,,,,0.73293
E1208_23,,0.044180000000000004,,,
E456_445,,0.8915700000000001,,,
E277_189,,,0.37751,,
E1247_461,,,0.92369,,
E607_256,,,0.51205,,
E1667_239,,0.47791000000000006,,,
E1415_25,,0.04819,,,
E905_8,,,,,0.01406
E868_200,,,,,0.3996
E346_58,,,0.11445999999999999,,
E903_307,,0.61446,,,
E1772_72,,,0.14257,,
E170_451,,,,,0.90361
E1110_316,,,0.63253,,
E1188_154,,,,,0.30723
E1957_61,,,,,0.12047999999999999
E1229_468,,,0.93775,,
E1969_189,,,,,0.37751
E1598_386,,0.7730899999999999,,,
E1252_143,,,,,0.28514
E49_260,,0.52008,,,
E980_371,,0.74297,,,
E1904_308,,,,,0.61647
E1617_60,,,,,0.11847
E1162_93,,0.18474000000000002,,,
E1910_367,,0.7349399999999999,,,
E1121_447,,,,,0.8955799999999999
E1950_433,,,,,0.8674700000000001
E1661_462,,0.9257,,,
E1207_109,,,0.21686999999999998,,
E552_275,,,0.5502,,
E395_199,,,0.39759,,
E1332_129,,0.25703000000000004,,,
E1943_182,,,,,0.36345
E1077_448,0.89759,,,,
E948_28,,,,,0.054220000000000004
E1782_315,,0.63052,,,
E729_425,0.85141,,,,
E897_376,,0.7530100000000001,,,
E86_188,,,,,0.3755
E703_99,,0.19679000000000002,,,
E1271_12,,,0.022090000000000002,,
E744_177,,,0.35341,,
E1133_54,,,,,0.10643
E709_178,,,,,0.35541999999999996
E851_149,,,0.29719,,
E1630_193,,0.38554,,,
E364_485,,0.9718899999999999,,,
E107_374,,0.7490000000000001,,,
E1605_300,,,0.6004,,
E1917_262,,,,,0.5241
E1810_320,,0.64056,,,
E924_127,,0.25301,,,
E137_469,,0.93976,,,
E889_353,,0.7068300000000001,,,
E1309_286,,,,,0.57229
E1968_369,,,,,0.7389600000000001
E763_28,,0.054220000000000004,,,
E1363_386,,0.7730899999999999,,,
E1096_421,,,0.8433700000000001,,
E923_143,,,,,0.28514
E829_386,,,,0.7730899999999999,
E1269_429,,,,,0.85944
E1293_208,,,0.41566000000000003,,
E587_361,,,,,0.7228899999999999
E1939_269,,0.53815,,,
E1460_307,,,0.61446,,
E1638_257,,,,,0.5140600000000001
E330_133,,,0.26506,,
E383_395,,,,,0.7911600000000001
E205_434,,0.8694799999999999,,,
E52_289,,0.57831,,,
E1610_360,,,0.72088,,
E145_166,,0.33133,,,
E1722_482,,,0.96586,,
E1444_72,,0.14257,,,
E849_358,,0.71687,,,
E1343_283,,0.5662699999999999,,,
E90_231,,,0.46185,,
E1315_152,,,,,0.30321
E349_478,,,,,0.95783
E1307_109,,,0.21686999999999998,,
E592_354,,0.7088399999999999,,,
E1148_460,,,,,0.92169
E1281_71,,,0.14056,,
E1870_37,,,,,0.07229
E1289_332,,,0.66466,,
E1911_115,,0.22891999999999998,,,
E1400_339,,0.67871,,,
E1754_236,,,,,0.47189
E1840_440,,,0.8815299999999999,,
E1234_430,,,,,0.86145
E762_166,,,,,0.33133
E1486_162,,0.32329,,,
E567_400,,,,0.8012,
E970_409,,0.8192799999999999,,,
E1278_18,,0.03414,,,
E342_371,,0.74297,,,
E858_78,,,0.15462,,
E1649_474,,,0.9498,,
E1103_171,,0.34137,,,
E1275_366,,0.73293,,,
E1059_122,,0.24297,,,
E1472_356,,0.71285,,,
E1458_45,,,0.08835,,
E1258_283,,,0.5662699999999999,,
E1989_88,,0.1747,,,
E1645_303,,0.60643,,,
E800_133,,,,,0.26506
E928_289,,0.57831,,,
E653_175,,0.3494,,,
E1736_313,,,,,0.62651
E187_350,,,0.7008,,
E1931_245,,0.48996000000000006,,,
E284_236,,,0.47189,,
E1500_287,0.5743,,,,
E761_452,,,0.9056200000000001,,
E248_285,,,,,0.57028
E1894_325,,0.6506,,,
E887_491,,0.9839399999999999,,,
E1860_449,,,,0.8996,
E553_22,,0.04217,,,
E562_322,,0.64458,,,
E410_89,,0.17670999999999998,,,
E1775_50,,0.09838999999999999,,,
E535_384,,,,,0.76908
E1222_82,,,0.16265,,
E1097_71,,0.14056,,,
E1938_73,,,0.14458,,
E545_397,,,0.79518,,
E569_279,,,0.55823,,
E941_333,,0.66667,,,
E1745_417,,,,,0.83534
E791_429,,,0.85944,,
E875_462,,0.9257,,,
E1182_198,,0.39558000000000004,,,
E1837_84,,,0.16667,,
E1301_392,,0.78514,,,
E1378_7,,,0.01205,,
E1953_236,,0.47189,,,
E1233_226,0.45181000000000004,,,,
E1177_296,,0.59237,,,
E946_2,,0.00201,,,
E1085_96,0.19075999999999999,,,,
E850_379,,0.7590399999999999,,,
E1470_85,,0.16867000000000001,,,
E1270_461,,,,,0.92369
E780_112,,0.22289,,,
E1092_323,,,,,0.64659
E718_13,,0.0241,,,
E1671_417,,,,,0.83534
E573_146,,,0.29116,,
E1035_383,0.76707,,,,
E259_301,,,0.60241,,
E1719_308,,,0.61647,,
E1510_46,,0.09036,,,
E1616_338,,,,0.67671,
E1388_186,,0.37149,,,
E215_63,,,0.1245,,
E805_406,,0.81325,,,
E919_20,,,,,0.03815
E511_325,,,0.6506,,
E1774_419,,,0.83936,,
E275_104,,,,,0.20683
E1217_131,,,,,0.26104
E87_217,,,,,0.43373
E774_109,,0.21686999999999998,,,
E620_35,,0.06827000000000001,,,
E1640_26,,0.0502,,,
E232_406,,,0.81325,,
E824_155,,,0.30924,,
E1684_288,,,0.57631,,
E76_436,,0.87349,,,
E254_421,,,0.8433700000000001,,
E263_286,0.57229,,,,
E181_23,,,,,0.044180000000000004
E1211_252,,0.50402,,,
E1804_35,,,,,0.06827000000000001
E847_32,,,,,0.06225
E771_113,,,0.2249,,
E730_236,,,,,0.47189
E1563_198,,0.39558000000000004,,,
E1999_66,,,,0.13052,
E350_178,,,0.35541999999999996,,
E1298_445,,,,,0.8915700000000001
E372_379,,,0.7590399999999999,,
E1859_184,,,,0.36746999999999996,
E386_251,,,0.5020100000000001,,
E1197_83,,,,,0.16466
E600_51,,0.1004,,,
E1533_151,,,0.3012,,
E1029_438,,,,,0.87751
E1797_243,,,0.48594,,
E1803_363,,,0.7269100000000001,,
E881_296,,0.59237,,,
E925_168,,0.33534,,,
E1955_140,0.27912,,,,
E1282_137,0.27309,,,,
E82_201,,,0.40160999999999997,,
E533_374,,,,,0.7490000000000001
E1248_11,,,,0.02008,
E521_273,0.54618,,,,
E1106_65,,,0.12850999999999999,,
E504_324,0.64859,,,,
E753_368,,0.73695,,,
E1925_239,,,,0.47791000000000006,
E1117_425,,0.85141,,,
E866_116,,0.23092,,,
E1308_108,,0.21486,,,
E734_319,,,,,0.63855
E1550_406,,,0.81325,,
E1181_63,,,,,0.1245
E1230_283,,,0.5662699999999999,,
E635_46,,,,0.09036,
E208_306,,0.61245,,,
E1526_255,,,,,0.5100399999999999
E310_121,,0.24095999999999998,,,
E1325_471,,0.94378,,,
E1147_152,,,,,0.30321
E1099_377,,0.75502,,,
E1066_82,,0.16265,,,
E1369_498,,0.9979899999999999,,,
E448_345,,0.69076,,,
E1778_76,,0.1506,,,
E997_79,,0.15663,,,
E666_376,,0.7530100000000001,,,
E1691_49,,0.09639,,,
E94_294,,,0.58835,,
E541_54,,,,,0.10643
E1313_106,,0.21084,,,
E787_328,,,0.65663,,
E831_357,,,0.71486,,
E434_177,0.35341,,,,
E969_423,,,0.84739,,
E429_468,0.93775,,,,
E1362_265,,,,,0.53012
E1044_6,,,,0.01004,
E995_463,,0.92771,,,
E129_437,,,,,0.8755
E1891_124,,,0.24699000000000002,,
E1601_287,0.5743,,,,
E1373_353,,,0.7068300000000001,,
E1519_162,,0.32329,,,
E1259_293,,,0.58635,,
E51_246,,,0.49196999999999996,,
E1908_225,,,0.4498,,
E1055_460,0.92169,,,,
E1012_328,,,,0.65663,
E630_436,0.87349,,,,
E1641_103,,,0.20481999999999997,,
E119_343,,0.68675,,,
E218_64,,,0.12650999999999998,,
E837_22,,0.04217,,,
E517_128,,0.25501999999999997,,,
E767_111,,,,,0.22088000000000002
E1276_14,,,0.0261,,
E1625_353,,0.7068300000000001,,,
E1765_101,,,0.2008,,
E1452_152,,,0.30321,,
E1695_13,,,0.0241,,
E1484_215,,,,,0.42972
E48_411,,,0.82329,,
E1777_256,,,0.51205,,
E926_299,,0.59839,,,
E1740_219,,,0.43775,,
E1721_267,,,,,0.53414
E932_369,,,0.7389600000000001,,
E1494_181,,0.36145,,,
E169_62,,0.12249000000000002,,,
E149_3,,0.00402,,,
E1668_426,,,0.85341,,
E671_170,,,,0.33936,
E1436_460,,,,,0.92169
E1998_165,,,0.32932,,
E446_164,,,,0.32731,
E871_101,,,,,0.2008
E1167_159,,,0.31727,,
E1170_189,,,0.37751,,
E1947_191,,0.38153000000000004,,,
E1594_106,,,0.21084,,
E998_479,,,,,0.9598399999999999
E1261_120,,0.23895999999999998,,,
E420_468,,0.93775,,,
E872_89,,,0.17670999999999998,,
E1678_230,,0.45983999999999997,,,
E70_233,,,,,0.46586000000000005
E491_190,,,,,0.37951999999999997
E1158_397,,,,0.79518,
E229_131,,,,0.26104,
E1659_203,,,,,0.40562
E348_464,,,,,0.9297200000000001
E1076_355,,,0.7108399999999999,,
E392_240,,,,,0.47991999999999996
E891_417,,,0.83534,,
E529_227,,0.45382,,,
E88_125,,,,,0.249
E1329_268,,,,,0.53614
E1054_7,,,0.01205,,
E1557_289,,0.57831,,,
E77_242,,0.48394,,,
E176_488,,,,0.9779100000000001,
E1132_102,,0.20281,,,
E1524_142,,,0.28313,,
E781_312,,,0.6245,,
E1964_138,,,,,0.2751
E1391_468,,,,0.93775,
E437_284,0.5682699999999999,,,,
E247_271,,,,,0.5421699999999999
E1070_372,,0.74498,,,
E115_473,,,0.9477899999999999,,
E418_181,,,0.36145,,
E1507_117,,,,0.23293000000000003,
E513_214,,,,,0.42771000000000003
E894_162,,0.32329,,,
E192_200,,,0.3996,,
E285_353,,,,,0.7068300000000001
E1461_440,,0.8815299999999999,,,
E608_391,,,0.78313,,
E766_1,,0.0,,,
E675_348,,,0.6967899999999999,,
E1100_205,,0.40963999999999995,,,
E1748_109,,,,,0.21686999999999998
E1420_121,,0.24095999999999998,,,
E123_448,,0.89759,,,
E95_251,,,0.5020100000000001,,
E1159_159,,0.31727,,,
E1005_360,,,0.72088,,
E1297_163,,0.3253,,,
E758_383,,0.76707,,,
E1384_334,,,,,0.66867
E183_30,,,,,0.05823
E1687_452,,,,0.9056200000000001,
E1873_489,,,0.9799200000000001,,
E242_86,,,,,0.17068
E258_248,,0.49598000000000003,,,
E1710_39,,0.07631,,,
E84_80,,0.15863,,,
E1946_229,,0.45783,,,
E1355_43,,,,,0.08434
E917_23,,,,,0.044180000000000004
E605_448,,0.89759,,,
E1466_411,,0.82329,,,
E1324_281,,,0.56225,,
E12_146,,0.29116,,,
E1464_477,,,0.9558200000000001,,
E527_495,,,,,0.99197
E449_380,,0.7610399999999999,,,
E1527_136,,0.27108000000000004,,,
E1764_294,,,0.58835,,
E1225_63,,,0.1245,,
E1505_221,,,,,0.44177
E270_486,,0.9739,,,
E355_79,,,,,0.15663
E1395_221,,,,,0.44177
E156_405,,0.81124,,,
E1747_421,,0.8433700000000001,,,
E1050_342,,,,,0.68474
E1902_400,,,,,0.8012
E1295_472,,,0.94578,,
E1453_327,,,,,0.65462
E978_82,,,,,0.16265
E1432_270,,,0.5401600000000001,,
E60_338,,,,,0.67671
E828_333,,0.66667,,,
E58_184,,0.36746999999999996,,,
E231_415,,,,,0.8313299999999999
E1566_206,,0.41165,,,
E673_192,,0.38353000000000004,,,
E133_415,,,,0.8313299999999999,
E1317_180,,,0.35944,,
E202_126,,,0.251,,
E1256_426,,,,0.85341,
E940_497,,0.99598,,,
E1266_312,,,0.6245,,
E1093_386,0.7730899999999999,,,,
E1928_441,,,0.8835299999999999,,
E1446_343,,,,,0.68675
E1445_344,,,0.68876,,
E1118_222,,0.44378,,,
E833_37,,,0.07229,,
E1965_247,,,0.49398000000000003,,
E1746_159,,,0.31727,,
E1571_204,,,,,0.40763
E1508_430,,,0.86145,,
E114_112,,0.22289,,,
E1268_257,,0.5140600000000001,,,
E1713_385,,,0.77108,,
E1981_376,,,,,0.7530100000000001
E835_228,,,0.45582,,
E1451_226,,,0.45181000000000004,,
E365_117,,0.23293000000000003,,,
E874_97,,,,,0.19277
E1597_47,,0.09237000000000001,,,
E1512_144,,,,,0.28715
E1609_44,,,0.08635,,
E819_111,,0.22088000000000002,,,
E1171_213,0.4257,,,,
E1474_359,,0.71888,,,
E1168_208,,0.41566000000000003,,,
E957_378,,0.75703,,,
E777_251,,,0.5020100000000001,,
E1123_216,,,0.43173,,
E317_208,,0.41566000000000003,,,
E1664_365,,,,,0.73092
E586_91,,,0.18072,,
E1927_310,0.62048,,,,
E1319_274,,,0.54819,,
E1898_267,,,0.53414,,
E1967_5,,,0.008029999999999999,,
E1543_169,,0.33735,,,
E1024_430,,0.86145,,,
E750_270,0.5401600000000001,,,,
E1626_156,,0.31124,,,
E1018_10,,,0.01807,,
E7_259,,,0.51807,,
E1040_377,,,0.75502,,
E670_37,,,0.07229,,
E1899_268,,,0.53614,,
E1780_466,,,,,0.93373
E975_248,,0.49598000000000003,,,
E371_479,,,,,0.9598399999999999
E1952_194,,,,,0.38755
E1677_335,,0.67068,,,
E687_68,0.13454000000000002,,,,
E222_17,,0.03213,,,
E1424_192,,,,,0.38353000000000004
E702_368,,,,0.73695,
E1540_14,,,,,0.0261
E1835_408,,0.8172699999999999,,,
E1250_57,,,,,0.11245
E830_367,,,,,0.7349399999999999
E956_183,0.36546,,,,
E1562_93,,0.18474000000000002,,,
E332_398,0.79719,,,,
E727_295,,,,,0.59036
E47_330,,,0.66064,,
E1544_296,,0.59237,,,
E546_286,,,0.57229,,
E1884_384,,0.76908,,,
E1551_130,,,,,0.25904
E158_127,,,,,0.25301
E1075_87,,0.17269,,,
E814_174,,,,0.34739000000000003,
E1714_46,,,,,0.09036
E1338_43,,,0.08434,,
E622_347,,,,,0.6947800000000001
E167_140,,0.27912,,,
E256_320,,,,,0.64056
E1042_223,,,,,0.44578
E1559_73,,,0.14458,,
E1632_108,0.21486,,,,
E1485_393,,,0.78715,,
E1960_324,,0.64859,,,
E1728_351,,,0.70281,,
E1212_88,,0.1747,,,
E1051_205,,,,,0.40963999999999995
E815_16,,,0.030119999999999997,,
E397_281,,,0.56225,,
E532_243,,,,,0.48594
E861_189,,,0.37751,,
E813_242,,,0.48394,,
E468_231,,0.46185,,,
E1493_143,,0.28514,,,
E476_347,,,0.6947800000000001,,
E1434_157,,0.31325,,,
E1237_481,,,0.96386,,
E1028_62,,,0.12249000000000002,,
E1081_145,,,0.28916,,
E1017_47,,,,,0.09237000000000001
E1438_235,,0.46988,,,
E228_267,,,,,0.53414
E73_86,,,,,0.17068
E1214_472,,,0.94578,,
E1146_72,,,,,0.14257
E855_32,,,0.06225,,
E24_127,,0.25301,,,
E391_200,,,,,0.3996
E1342_478,,0.95783,,,
E1101_295,,0.59036,,,
E1596_9,,0.016059999999999998,,,
E1889_63,,,0.1245,,
E312_467,,0.93574,,,
E179_277,,,,0.5542199999999999,
E393_372,,,0.74498,,
E300_21,,,,,0.04016
E1002_162,,0.32329,,,
E959_266,,,,,0.53213
E582_17,,,,,0.03213
E772_46,,0.09036,,,
E915_338,0.67671,,,,
E1290_137,,0.27309,,,
E1053_218,,,,,0.43573999999999996
E1356_393,,0.78715,,,
E1049_142,,,,,0.28313
E1583_398,,,0.79719,,
E191_406,,,,,0.81325
E900_346,,,,,0.69277
E1236_483,,,,,0.9678700000000001
E250_104,,,,,0.20683
E677_121,,,0.24095999999999998,,
E879_459,,0.9196799999999999,,,
E1599_210,,,,0.41968,
E885_490,,,0.98193,,
E486_355,,0.7108399999999999,,,
E760_295,,,,,0.59036
E1150_20,,,0.03815,,
E575_123,,0.24498000000000003,,,
E1375_366,,,,0.73293,
E1224_86,,,0.17068,,
E1802_121,,0.24095999999999998,,,
E1679_261,,,,,0.5220899999999999
E1273_412,,,0.8253,,
E735_327,,0.65462,,,
E790_68,,0.13454000000000002,,,
E337_196,,,0.39157,,
E554_153,,,0.30522,,
E262_313,,,0.62651,,
E159_490,,,0.98193,,
E482_36,,,0.07028,,
E556_444,,,0.88956,,
E827_421,,0.8433700000000001,,,
E1187_167,,0.33333,,,
E28_126,,0.251,,,
E139_248,,,,0.49598000000000003,
E357_369,,,0.7389600000000001,,
E104_244,,,0.48795,,
E91_304,,0.60843,,,
E974_354,,,,,0.7088399999999999
E457_96,,,,,0.19075999999999999
E1627_93,,,,,0.18474000000000002
E184_164,,,,0.32731,
E1492_408,,,,0.8172699999999999,
E770_481,,,,,0.96386
E22_53,,,0.10442,,
E1717_465,,0.93173,,,
E269_247,,0.49398000000000003,,,
E113_419,0.83936,,,,
E953_400,,0.8012,,,
E1407_102,,,0.20281,,
E1975_274,,,0.54819,,
E927_89,,,,,0.17670999999999998
E895_159,,0.31727,,,
E220_306,,0.61245,,,
E329_95,,0.18875999999999998,,,
E1381_58,,,0.11445999999999999,,
E1142_275,,,,,0.5502
E40_260,,0.52008,,,
E283_41,,,0.08032,,
E1467_152,,,,,0.30321
E609_136,,0.27108000000000004,,,
E816_496,,0.99398,,,
E1753_167,,,0.33333,,
E435_357,,0.71486,,,
E661_93,,,0.18474000000000002,,
E99_21,,,0.04016,,
E1977_325,,0.6506,,,
