,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E1092_324,,,,0.64859,
E496_462,,0.9257,,,
E164_207,0.41365,,,,
E1035_271,,0.5421699999999999,,,
E1135_364,,,0.72892,,
E1895_447,0.8955799999999999,,,,
E639_240,0.47991999999999996,,,,
E1549_34,,0.06627000000000001,,,
E1563_13,0.0241,,,,
E1918_84,0.16667,,,,
E129_272,0.54418,,,,
E1705_173,0.34538,,,,
E1762_345,,0.69076,,,
E234_404,,0.80924,,,
E1475_192,0.38353000000000004,,,,
E826_290,,,0.58032,,
E1317_144,,,0.28715,,
E392_146,,,,,0.29116
E316_376,0.7530100000000001,,,,
E1264_37,,0.07229,,,
E1032_441,0.8835299999999999,,,,
E1077_203,,0.40562,,,
E526_272,0.54418,,,,
E632_335,,0.67068,,,
E1713_278,,0.5562199999999999,,,
E990_194,0.38755,,,,
E1504_118,,0.23494,,,
E767_131,0.26104,,,,
E1080_355,,0.7108399999999999,,,
E473_275,,,0.5502,,
E1657_108,,0.21486,,,
E1156_192,,0.38353000000000004,,,
E750_362,,0.7249,,,
E1357_242,,0.48394,,,
E1109_188,0.3755,,,,
E1463_469,0.93976,,,,
E788_403,0.80723,,,,
E758_30,,0.05823,,,
E1507_63,,0.1245,,,
E1861_407,,,0.81526,,
E821_345,,,0.69076,,
E1429_161,0.32129,,,,
E508_229,,0.45783,,,
E1953_350,,,0.7008,,
E706_431,,0.86345,,,
E1444_250,,,,0.5,
E355_262,,0.5241,,,
E1823_317,,,0.63454,,
E522_183,,,0.36546,,
E609_70,,0.13855,,,
E950_477,,0.9558200000000001,,,
E1726_251,,,0.5020100000000001,,
E1996_459,,,0.9196799999999999,,
E101_318,,0.63655,,,
E299_150,,0.2992,,,
E308_248,,,,0.49598000000000003,
E120_279,0.55823,,,,
E1759_11,0.02008,,,,
E401_410,,,,0.82129,
E1259_75,0.14859,,,,
E103_435,,0.87149,,,
E966_312,,,0.6245,,
E1662_33,0.06426,,,,
E1913_398,0.79719,,,,
E400_220,0.43976000000000004,,,,
E385_249,,0.49799,,,
E974_72,,0.14257,,,
E1051_202,,0.40360999999999997,,,
E513_396,0.7931699999999999,,,,
E1637_385,0.77108,,,,
E1892_334,,,0.66867,,
E1227_427,0.8554200000000001,,,,
E30_131,,0.26104,,,
E1772_226,0.45181000000000004,,,,
E419_375,,0.7509999999999999,,,
E488_44,0.08635,,,,
E423_319,0.63855,,,,
E134_412,,,0.8253,,
E1592_313,,,0.62651,,
E599_321,,,0.64257,,
E1011_198,,0.39558000000000004,,,
E779_115,0.22891999999999998,,,,
E1743_190,,0.37951999999999997,,,
E1625_274,0.54819,,,,
E1660_441,0.8835299999999999,,,,
E566_13,0.0241,,,,
E410_141,,0.28112,,,
E1338_324,,,0.64859,,
E724_392,,0.78514,,,
E518_448,,0.89759,,,
E1556_279,,,0.55823,,
E1154_438,,0.87751,,,
E789_173,,0.34538,,,
E1512_283,,,0.5662699999999999,,
E1251_497,,0.99598,,,
E1828_310,0.62048,,,,
E100_438,,0.87751,,,
E813_39,,,0.07631,,
E1200_452,,,0.9056200000000001,,
E465_182,0.36345,,,,
E1265_267,0.53414,,,,
E1591_32,,0.06225,,,
E361_489,,,0.9799200000000001,,
E78_469,,,,,0.93976
E911_442,0.88554,,,,
E130_95,,0.18875999999999998,,,
E1954_59,,,0.11647,,
E1164_100,,,0.1988,,
E298_232,,0.46386000000000005,,,
E1000_77,,0.15261,,,
E1632_474,,0.9498,,,
E997_16,,0.030119999999999997,,,
E683_401,0.8032100000000001,,,,
E9_447,,0.8955799999999999,,,
E568_246,0.49196999999999996,,,,
E92_323,,0.64659,,,
E1567_467,,0.93574,,,
E959_66,,0.13052,,,
E1031_309,0.61847,,,,
E752_487,,0.9759,,,
E1899_366,,,0.73293,,
E1499_17,0.03213,,,,
E1140_303,,,0.60643,,
E637_391,,,0.78313,,
E1123_186,,0.37149,,,
E663_50,,,0.09838999999999999,,
E1122_108,0.21486,,,,
E889_273,,0.54618,,,
E1304_72,,0.14257,,,
E1383_469,,,0.93976,,
E1633_485,,0.9718899999999999,,,
E811_261,0.5220899999999999,,,,
E1808_289,,,0.57831,,
E480_475,,,0.95181,,
E233_7,,,0.01205,,
E1744_134,,0.26707,,,
E934_163,0.3253,,,,
E452_113,,0.2249,,,
E95_315,,,0.63052,,
E1292_291,,,0.58233,,
E1793_319,,,0.63855,,
E1063_9,,0.016059999999999998,,,
E1049_137,,,0.27309,,
E1314_307,,0.61446,,,
E7_361,,,0.7228899999999999,,
E957_119,0.23695,,,,
E94_356,,0.71285,,,
E1443_113,,0.2249,,,
E1709_315,,0.63052,,,
E486_188,,,0.3755,,
E527_404,,,0.80924,,
E1273_164,0.32731,,,,
E1152_166,0.33133,,,,
E1397_46,,0.09036,,,
E254_248,0.49598000000000003,,,,
E84_455,,,0.91165,,
E1237_155,,,,0.30924,
E1933_21,0.04016,,,,
E948_378,0.75703,,,,
E1682_347,,0.6947800000000001,,,
E670_428,,,0.8574299999999999,,
E581_488,,0.9779100000000001,,,
E1408_313,,,0.62651,,
E1407_462,,,0.9257,,
E232_133,,,0.26506,,
E668_283,,0.5662699999999999,,,
E1272_158,0.31526,,,,
E1626_346,0.69277,,,,
E26_57,,0.11245,,,
E1751_359,,,,,0.71888
E1098_205,,,0.40963999999999995,,
E1572_395,,,,0.7911600000000001,
E1730_115,,,0.22891999999999998,,
E547_351,,,0.70281,,
E1485_88,,,0.1747,,
E1853_319,,,0.63855,,
E1617_337,0.6747,,,,
E1210_239,0.47791000000000006,,,,
E1995_476,,,0.9538200000000001,,
E124_107,,0.21285,,,
E1863_498,,0.9979899999999999,,,
E283_217,,,0.43373,,
E1008_470,,0.9417700000000001,,,
E1664_99,,,,0.19679000000000002,
E1023_35,0.06827000000000001,,,,
E1215_421,0.8433700000000001,,,,
E1176_301,,,,,0.60241
E279_79,,0.15663,,,
E1352_36,0.07028,,,,
E45_137,,,,0.27309,
E1382_26,,,,,0.0502
E1124_400,,,,,0.8012
E1840_214,,,0.42771000000000003,,
E1276_103,0.20481999999999997,,,,
E604_407,,0.81526,,,
E76_154,,,,0.30723,
E178_307,,0.61446,,,
E694_141,,,,0.28112,
E745_86,,,0.17068,,
E832_156,,,0.31124,,
E1318_64,,,0.12650999999999998,,
E1006_408,,,,,0.8172699999999999
E1783_478,,0.95783,,,
E873_230,0.45983999999999997,,,,
E1310_265,,,0.53012,,
E993_290,,0.58032,,,
E229_248,,0.49598000000000003,,,
E489_223,,,0.44578,,
E327_21,,0.04016,,,
E1327_472,,0.94578,,,
E1456_344,0.68876,,,,
E644_120,,,,0.23895999999999998,
E1033_123,,,,0.24498000000000003,
E336_26,0.0502,,,,
E1437_431,,0.86345,,,
E1204_138,0.2751,,,,
E1113_255,,,0.5100399999999999,,
E1860_51,0.1004,,,,
E1714_180,,0.35944,,,
E1821_358,0.71687,,,,
E245_386,0.7730899999999999,,,,
E770_13,,0.0241,,,
E1967_371,,,0.74297,,
E799_423,,,0.84739,,
E1721_219,0.43775,,,,
E1647_111,,0.22088000000000002,,,
E958_148,0.29518,,,,
E1989_456,0.91365,,,,
E636_234,0.46787,,,,
E1331_367,,0.7349399999999999,,,
E1943_322,,0.64458,,,
E1470_352,0.70482,,,,
E353_45,0.08835,,,,
E74_90,,,0.17870999999999998,,
E180_365,,,0.73092,,
E1115_76,,,0.1506,,
E521_482,,0.96586,,,
E1539_180,,0.35944,,,
E1004_448,,,,,0.89759
E1170_447,0.8955799999999999,,,,
E1809_305,,,,,0.61044
E72_254,,0.50803,,,
E1286_255,,0.5100399999999999,,,
E1852_310,0.62048,,,,
E29_240,,,0.47991999999999996,,
E126_217,,0.43373,,,
E174_10,0.01807,,,,
E1422_438,,,0.87751,,
E685_374,,0.7490000000000001,,,
E1929_100,,,0.1988,,
E306_251,,0.5020100000000001,,,
E323_184,,0.36746999999999996,,,
E292_149,,0.29719,,,
E1147_246,,0.49196999999999996,,,
E191_58,,0.11445999999999999,,,
E763_317,0.63454,,,,
E160_457,0.91566,,,,
E708_166,0.33133,,,,
E968_12,,0.022090000000000002,,,
E838_220,0.43976000000000004,,,,
E1462_361,,,0.7228899999999999,,
E1815_167,,,,,0.33333
E432_327,0.65462,,,,
E492_316,,0.63253,,,
E1720_365,,0.73092,,,
E946_198,0.39558000000000004,,,,
E1596_442,0.88554,,,,
E351_289,,0.57831,,,
E1483_308,,0.61647,,,
E1769_349,,,0.6988,,
E53_353,,,,,0.7068300000000001
E558_133,,0.26506,,,
E1162_74,0.14659,,,,
E690_356,,0.71285,,,
E1694_456,,,0.91365,,
E1667_158,0.31526,,,,
E601_37,0.07229,,,,
E713_225,0.4498,,,,
E379_117,0.23293000000000003,,,,
E612_275,,0.5502,,,
E96_426,0.85341,,,,
E456_158,,,0.31526,,
E907_264,,0.5281100000000001,,,
E201_152,,,,0.30321,
E1151_479,,0.9598399999999999,,,
E1402_116,,,0.23092,,
E736_374,,,0.7490000000000001,,
E1557_20,0.03815,,,,
E1648_272,,0.54418,,,
E831_337,,,0.6747,,
E1841_124,,0.24699000000000002,,,
E1724_370,0.7409600000000001,,,,
E682_87,,,0.17269,,
E1440_346,,,0.69277,,
E143_411,0.82329,,,,
E1228_1,0.0,,,,
E924_86,,,0.17068,,
E541_291,,,0.58233,,
E122_454,0.90964,,,,
E1588_385,0.77108,,,,
E1976_150,,0.2992,,,
E893_446,,0.8935700000000001,,,
E493_232,,0.46386000000000005,,,
E1825_218,,,0.43573999999999996,,
E1477_365,,,0.73092,,
E487_443,,,0.88755,,
E569_478,,0.95783,,,
E544_176,0.35141,,,,
E435_27,,,0.05221,,
E58_116,0.23092,,,,
E1847_42,,,,0.08233,
E1343_7,,,0.01205,,
E534_26,,0.0502,,,
E760_226,,,,,0.45181000000000004
E471_320,,,0.64056,,
E875_211,,0.42168999999999995,,,
E136_394,,0.7891600000000001,,,
E1851_476,,,,,0.9538200000000001
E1376_324,,0.64859,,,
E1345_175,,0.3494,,,
E1715_126,0.251,,,,
E1311_48,,0.09437999999999999,,,
E657_119,,,0.23695,,
E466_223,,0.44578,,,
E563_327,,0.65462,,,
E1353_493,,0.98795,,,
E1991_420,,,0.8413700000000001,,
E565_269,,,0.53815,,
E783_247,0.49398000000000003,,,,
E416_99,,0.19679000000000002,,,
E1568_499,1.0,,,,
E1566_440,0.8815299999999999,,,,
E403_175,,,0.3494,,
E845_436,0.87349,,,,
E1697_94,0.18675,,,,
E367_299,,,,,0.59839
E93_494,0.9899600000000001,,,,
E1819_197,,0.39357,,,
E265_314,0.62851,,,,
E728_133,0.26506,,,,
E723_177,,,,0.35341,
E57_75,0.14859,,,,
E1419_279,0.55823,,,,
E1794_125,,,0.249,,
E1330_368,,0.73695,,,
E40_49,0.09639,,,,
E1492_306,0.61245,,,,
E1094_493,,0.98795,,,
E426_278,,0.5562199999999999,,,
E1831_361,,,0.7228899999999999,,
E1866_437,0.8755,,,,
E983_459,,,,0.9196799999999999,
E1640_331,,0.66265,,,
E1452_187,,,,,0.37349
E467_140,0.27912,,,,
E1602_193,,0.38554,,,
E1736_153,,,0.30522,,
E608_329,0.65863,,,,
E1584_369,0.7389600000000001,,,,
E698_190,,0.37951999999999997,,,
E312_470,,,0.9417700000000001,,
E578_443,,0.88755,,,
E901_163,,0.3253,,,
E851_84,,,0.16667,,
E1873_428,,0.8574299999999999,,,
E669_453,,,0.9076299999999999,,
E118_133,0.26506,,,,
E1654_207,,0.41365,,,
E457_306,,,0.61245,,
E1145_63,,,0.1245,,
E1185_275,,0.5502,,,
E504_307,,0.61446,,,
E176_432,0.86546,,,,
E802_369,,0.7389600000000001,,,
E23_141,0.28112,,,,
E1778_238,,,,0.4759,
E1230_153,,,,0.30522,
E77_490,0.98193,,,,
E1435_426,,0.85341,,,
E891_201,,0.40160999999999997,,,
E1267_10,0.01807,,,,
E1126_133,0.26506,,,,
E1480_131,,0.26104,,,
E1325_119,,0.23695,,,
E1692_173,0.34538,,,,
E1399_483,0.9678700000000001,,,,
E1476_461,,,0.92369,,
E743_402,,0.8052199999999999,,,
E1396_393,0.78715,,,,
E1464_453,,,0.9076299999999999,,
E1075_343,,,0.68675,,
E676_205,0.40963999999999995,,,,
E503_458,0.9176700000000001,,,,
E1337_152,0.30321,,,,
E1062_473,0.9477899999999999,,,,
E686_497,,0.99598,,,
E209_237,,0.4739,,,
E409_367,,,,0.7349399999999999,
E1630_440,,0.8815299999999999,,,
E102_135,,0.26908000000000004,,,
E1368_482,0.96586,,,,
E266_307,,0.61446,,,
E1257_365,0.73092,,,,
E975_223,0.44578,,,,
E815_332,,0.66466,,,
E272_155,,,0.30924,,
E866_102,0.20281,,,,
E824_23,,,,0.044180000000000004,
E1864_480,,,0.96185,,
E1904_340,,0.68072,,,
E182_345,,,0.69076,,
E605_89,0.17670999999999998,,,,
E603_366,0.73293,,,,
E1748_19,,,,0.03614,
E778_214,,0.42771000000000003,,,
E640_153,0.30522,,,,
E979_234,,0.46787,,,
E52_198,,,0.39558000000000004,,
E167_347,0.6947800000000001,,,,
E13_124,0.24699000000000002,,,,
E1461_452,,,0.9056200000000001,,
E83_457,,,0.91566,,
E1117_492,,,,0.9859399999999999,
E1925_384,0.76908,,,,
E662_351,0.70281,,,,
E1663_94,0.18675,,,,
E405_374,,,0.7490000000000001,,
E1159_81,,0.16064,,,
E1106_320,,,,,0.64056
E142_237,0.4739,,,,
E719_470,0.9417700000000001,,,,
E425_343,,0.68675,,,
E371_88,,0.1747,,,
E1968_319,,,0.63855,,
E1758_90,,,0.17870999999999998,,
E1716_303,0.60643,,,,
E995_315,0.63052,,,,
E902_479,,,,,0.9598399999999999
E149_106,0.21084,,,,
E844_309,,,,,0.61847
E1554_430,,,0.86145,,
E1312_206,0.41165,,,,
E1370_141,0.28112,,,,
E1090_47,,0.09237000000000001,,,
E1858_327,0.65462,,,,
E855_299,0.59839,,,,
E562_109,0.21686999999999998,,,,
E25_227,0.45382,,,,
E762_356,,0.71285,,,
E1279_17,,,,0.03213,
E1027_456,0.91365,,,,
E1737_25,,,0.04819,,
E406_167,,,0.33333,,
E1763_427,,0.8554200000000001,,,
E240_387,0.7751,,,,
E1212_28,0.054220000000000004,,,,
E1919_387,,0.7751,,,
E1867_124,,0.24699000000000002,,,
E594_42,,0.08233,,,
E1771_479,0.9598399999999999,,,,
E1629_27,,,0.05221,,
E1048_265,,0.53012,,,
E1958_348,,,0.6967899999999999,,
E422_499,,1.0,,,
E648_63,,,0.1245,,
E1615_403,0.80723,,,,
E765_219,,0.43775,,,
E1_447,,,0.8955799999999999,,
E1005_203,,0.40562,,,
E86_47,0.09237000000000001,,,,
E242_17,,0.03213,,,
E1789_170,,,0.33936,,
E697_22,,,0.04217,,
E744_90,,0.17870999999999998,,,
E475_155,,,0.30924,,
E1994_213,,,,0.4257,
E224_388,,0.7771100000000001,,,
E357_16,,0.030119999999999997,,,
E574_217,,,0.43373,,
E335_456,,,0.91365,,
E1268_3,0.00402,,,,
E108_453,,0.9076299999999999,,,
E1970_132,0.26305,,,,
E1838_118,,,0.23494,,
E1672_128,,0.25501999999999997,,,
E1992_370,,,0.7409600000000001,,
E198_370,0.7409600000000001,,,,
E165_482,,,0.96586,,
E479_41,,0.08032,,,
E1222_61,,0.12047999999999999,,,
E880_12,0.022090000000000002,,,,
E1524_314,,,0.62851,,
E56_192,,0.38353000000000004,,,
E1404_450,,0.90161,,,
E543_389,,,0.77912,,
E197_401,,0.8032100000000001,,,
E630_247,,0.49398000000000003,,,
E269_401,,,0.8032100000000001,,
E1246_276,0.5522100000000001,,,,
E520_179,,0.35743,,,
E1068_1,,,,,0.0
E586_142,0.28313,,,,
E474_478,0.95783,,,,
E293_252,0.50402,,,,
E119_108,,0.21486,,,
E1449_387,0.7751,,,,
E560_476,0.9538200000000001,,,,
E1379_123,,0.24498000000000003,,,
E1290_420,,0.8413700000000001,,,
E1914_489,,0.9799200000000001,,,
E991_132,,,,,0.26305
E1349_306,,0.61245,,,
E270_437,,,0.8755,,
E806_98,,,,0.19478,
E704_61,0.12047999999999999,,,,
E1105_40,,,0.07831,,
E455_14,,,0.0261,,
E64_236,,0.47189,,,
E862_322,0.64458,,,,
E981_225,0.4498,,,,
E1466_210,,0.41968,,,
E33_144,,,0.28715,,
E922_21,,0.04016,,,
E718_320,0.64056,,,,
E597_119,0.23695,,,,
E91_99,,0.19679000000000002,,,
E1946_300,,,0.6004,,
E390_39,,0.07631,,,
E1703_486,0.9739,,,,
E238_486,,0.9739,,,
E693_140,0.27912,,,,
E1389_257,0.5140600000000001,,,,
E1071_280,,,0.56024,,
E1905_103,,,,0.20481999999999997,
E535_327,,,0.65462,,
E1865_112,,,0.22289,,
E1441_70,0.13855,,,,
E1935_159,,,0.31727,,
E964_266,,,0.53213,,
E1344_61,,,0.12047999999999999,,
E1653_446,0.8935700000000001,,,,
E280_72,0.14257,,,,
E967_16,,,0.030119999999999997,,
E931_79,,,0.15663,,
E1405_25,,0.04819,,,
E1219_47,,,0.09237000000000001,,
E1940_488,,0.9779100000000001,,,
E1658_289,,,0.57831,,
E1833_207,,,0.41365,,
E1796_415,0.8313299999999999,,,,
E365_187,,,0.37349,,
E295_266,0.53213,,,,
E1816_37,0.07229,,,,
E1307_47,,,0.09237000000000001,,
E1348_58,0.11445999999999999,,,,
E1695_245,,0.48996000000000006,,,
E1294_196,,0.39157,,,
E1614_369,,,0.7389600000000001,,
E1583_217,,,0.43373,,
E1916_325,,0.6506,,,
E21_407,0.81526,,,,
E914_108,0.21486,,,,
E602_69,,,0.13655,,
E925_75,0.14859,,,,
E1555_334,0.66867,,,,
E1541_221,,,,,0.44177
E1336_450,,0.90161,,,
E1674_249,,0.49799,,,
E1982_43,,,0.08434,,
E638_411,,,0.82329,,
E714_339,,0.67871,,,
E1727_278,,0.5562199999999999,,,
E1195_38,0.0743,,,,
E27_254,,,0.50803,,
E288_315,,0.63052,,,
E1606_463,,,,0.92771,
E1642_168,,,0.33534,,
E881_86,,0.17068,,,
E944_38,,0.0743,,,
E343_423,,,0.84739,,
E955_117,,0.23293000000000003,,,
E1104_458,,0.9176700000000001,,,
E1520_199,0.39759,,,,
E1834_328,,0.65663,,,
E1079_438,0.87751,,,,
E1012_156,,0.31124,,,
E204_294,,,0.58835,,
E928_325,0.6506,,,,
E485_474,,,0.9498,,
E623_404,,0.80924,,,
E1167_250,,0.5,,,
E1874_120,0.23895999999999998,,,,
E1505_201,,,0.40160999999999997,,
E1756_288,,0.57631,,,
E725_92,,0.18273,,,
E1820_467,0.93574,,,,
E1287_210,,0.41968,,,
E1366_419,,,0.83936,,
E431_129,0.25703000000000004,,,,
E1495_221,0.44177,,,,
E48_452,,,0.9056200000000001,,
E1733_118,,0.23494,,,
E1026_171,,0.34137,,,
E733_492,,,,,0.9859399999999999
E1354_294,,0.58835,,,
E1384_50,,0.09838999999999999,,,
E1095_120,,0.23895999999999998,,,
E589_11,,0.02008,,,
E73_275,0.5502,,,,
E276_227,,0.45382,,,
E1047_70,,0.13855,,,
E552_285,,0.57028,,,
E1134_329,,0.65863,,,
E408_412,,0.8253,,,
E1696_61,0.12047999999999999,,,,
E1132_63,0.1245,,,,
E1882_419,0.83936,,,,
E1784_38,0.0743,,,,
E756_18,,,0.03414,,
E1978_181,0.36145,,,,
E339_333,,0.66667,,,
E1909_423,0.84739,,,,
E1497_142,,,0.28313,,
E501_447,,,,0.8955799999999999,
E1321_220,,0.43976000000000004,,,
E498_79,0.15663,,,,
E366_20,,,0.03815,,
E803_234,,0.46787,,,
E1509_110,,,,0.21888000000000002,
E282_452,0.9056200000000001,,,,
E691_19,0.03614,,,,
E952_28,0.054220000000000004,,,,
E427_358,0.71687,,,,
E372_442,,,0.88554,,
E1574_15,0.028110000000000003,,,,
E610_147,0.29317,,,,
E350_135,,0.26908000000000004,,,
E1070_202,,0.40360999999999997,,,
E251_472,,0.94578,,,
E464_15,,,0.028110000000000003,,
E329_307,0.61446,,,,
E1432_493,,0.98795,,,
E1416_316,,0.63253,,,
E1395_45,,0.08835,,,
E181_95,0.18875999999999998,,,,
E1975_301,0.60241,,,,
E1673_89,,0.17670999999999998,,,
E868_454,,,,0.90964,
E1926_309,,0.61847,,,
E491_376,,,0.7530100000000001,,
E1182_233,0.46586000000000005,,,,
E839_63,,0.1245,,,
E1021_283,,0.5662699999999999,,,
E742_225,,,,0.4498,
E988_446,0.8935700000000001,,,,
E221_368,,0.73695,,,
E1530_56,0.11044000000000001,,,,
E170_466,,0.93373,,,
E1980_261,,,0.5220899999999999,,
E773_164,,0.32731,,,
E1253_247,,,0.49398000000000003,,
E1412_20,,0.03815,,,
E1646_153,0.30522,,,,
E618_5,0.008029999999999999,,,,
E625_253,0.50602,,,,
E1804_141,,0.28112,,,
E848_393,,,0.78715,,
E200_497,,,0.99598,,
E1985_209,0.41767,,,,
E747_286,0.57229,,,,
E1802_236,,,0.47189,,
E106_121,,,0.24095999999999998,,
E478_222,,,0.44378,,
E211_29,,,0.056220000000000006,,
E34_355,,,0.7108399999999999,,
E141_173,0.34538,,,,
E381_214,,0.42771000000000003,,,
E1548_490,,0.98193,,,
E1894_120,,,0.23895999999999998,,
E741_327,0.65462,,,,
E912_274,0.54819,,,,
E168_165,,0.32932,,,
E1231_204,,0.40763,,,
E980_388,0.7771100000000001,,,,
E1518_289,,0.57831,,,
E1854_51,0.1004,,,,
E684_143,0.28514,,,,
E223_11,,0.02008,,,
E567_477,0.9558200000000001,,,,
E1284_155,,0.30924,,,
E344_131,,0.26104,,,
E1965_485,,,0.9718899999999999,,
E1765_403,0.80723,,,,
E315_119,,,,0.23695,
E834_134,,,0.26707,,
E248_23,,0.044180000000000004,,,
E28_370,,0.7409600000000001,,,
E1296_39,,,0.07631,,
E1038_306,,0.61245,,,
E695_291,,,0.58233,,
E1024_448,,0.89759,,,
E915_477,0.9558200000000001,,,,
E428_185,,,0.36948000000000003,,
E711_280,,,0.56024,,
E1974_387,0.7751,,,,
E1702_402,0.8052199999999999,,,,
E1650_492,,,0.9859399999999999,,
E1378_30,,0.05823,,,
E1691_463,,,,0.92771,
E1214_440,,0.8815299999999999,,,
E11_20,0.03815,,,,
E887_394,,,0.7891600000000001,,
E675_97,,0.19277,,,
E1478_475,,,,0.95181,
E151_48,,,0.09437999999999999,,
E244_246,0.49196999999999996,,,,
E1738_443,0.88755,,,,
E239_136,,0.27108000000000004,,,
E647_205,0.40963999999999995,,,,
E337_3,,0.00402,,,
E297_94,0.18675,,,,
E786_84,,,0.16667,,
E550_235,,,,0.46988,
E1193_405,,0.81124,,,
E87_289,0.57831,,,,
E1142_357,,0.71486,,,
E1088_310,,,0.62048,,
E1390_459,,0.9196799999999999,,,
E1323_261,,0.5220899999999999,,,
E1141_425,,,0.85141,,
E459_28,,,0.054220000000000004,,
E755_228,0.45582,,,,
E1745_245,0.48996000000000006,,,,
E12_261,,,0.5220899999999999,,
E791_301,,,0.60241,,
E1679_263,0.5261,,,,
E1118_387,0.7751,,,,
E860_337,,0.6747,,,
E380_164,0.32731,,,,
E537_176,0.35141,,,,
E1620_81,,0.16064,,,
E1136_259,,0.51807,,,
E1224_334,,,0.66867,,
E220_35,0.06827000000000001,,,,
E1837_418,,,0.83735,,
E1920_343,,,0.68675,,
E44_473,,,0.9477899999999999,,
E814_407,0.81526,,,,
E780_264,,,0.5281100000000001,,
E1240_491,0.9839399999999999,,,,
E514_310,0.62048,,,,
E338_390,0.78112,,,,
E38_207,,,0.41365,,
E820_134,,0.26707,,,
E264_359,,,0.71888,,
E494_346,0.69277,,,,
E346_290,,,0.58032,,
E1523_192,,0.38353000000000004,,,
E393_424,0.8494,,,,
E620_75,,0.14859,,,
E757_71,,0.14056,,,
E1375_242,,0.48394,,,
E1768_175,,0.3494,,,
E1604_25,0.04819,,,,
E777_401,,,,,0.8032100000000001
