,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E1179_263,0.5261,,,,
E1005_261,,,,0.5220899999999999,
E1266_270,0.5401600000000001,,,,
E1770_397,0.79518,,,,
E219_99,,,,0.19679000000000002,
E1771_472,0.94578,,,,
E993_312,,0.6245,,,
E1919_337,,,,0.6747,
E742_484,0.96988,,,,
E1790_36,0.07028,,,,
E1893_51,,0.1004,,,
E1117_111,,,0.22088000000000002,,
E339_161,0.32129,,,,
E426_454,,0.90964,,,
E97_109,0.21686999999999998,,,,
E1562_118,0.23494,,,,
E1434_143,,0.28514,,,
E123_209,,,,0.41767,
E285_279,0.55823,,,,
E1831_428,,,,,0.8574299999999999
E187_196,,,0.39157,,
E391_125,0.249,,,,
E894_310,0.62048,,,,
E662_305,,0.61044,,,
E1775_149,,,0.29719,,
E1112_9,,,,0.016059999999999998,
E1885_445,,0.8915700000000001,,,
E1003_496,,,0.99398,,
E1000_491,,0.9839399999999999,,,
E1833_310,,,,0.62048,
E938_86,0.17068,,,,
E1425_148,,,,0.29518,
E1576_41,,0.08032,,,
E315_495,0.99197,,,,
E1252_404,,,,0.80924,
E809_197,,,,0.39357,
E1758_169,0.33735,,,,
E816_349,0.6988,,,,
E1950_143,,0.28514,,,
E473_338,,,,0.67671,
E1593_244,,,,0.48795,
E1504_122,,,0.24297,,
E1131_456,,,,,0.91365
E757_314,,0.62851,,,
E1567_147,0.29317,,,,
E565_170,,,,0.33936,
E1610_85,0.16867000000000001,,,,
E1709_314,0.62851,,,,
E505_490,,0.98193,,,
E1918_403,,0.80723,,,
E862_278,0.5562199999999999,,,,
E149_458,,,,0.9176700000000001,
E1480_330,,0.66064,,,
E1794_386,,,0.7730899999999999,,
E277_161,0.32129,,,,
E1579_244,0.48795,,,,
E134_202,,,,0.40360999999999997,
E188_83,,,,0.16466,
E676_115,0.22891999999999998,,,,
E612_380,,,,0.7610399999999999,
E1415_353,,,,0.7068300000000001,
E287_49,,,,,0.09639
E1880_426,,0.85341,,,
E782_379,,0.7590399999999999,,,
E1873_95,,,,0.18875999999999998,
E1917_168,0.33534,,,,
E122_236,,,,0.47189,
E1277_451,,,,0.90361,
E243_402,,,,,0.8052199999999999
E69_304,0.60843,,,,
E1316_476,,0.9538200000000001,,,
E865_265,,,,0.53012,
E1776_143,0.28514,,,,
E1948_73,,0.14458,,,
E626_196,0.39157,,,,
E1865_318,,0.63655,,,
E1275_50,0.09838999999999999,,,,
E354_389,,,,0.77912,
E1380_431,,,0.86345,,
E1241_355,,,,,0.7108399999999999
E140_62,,,,0.12249000000000002,
E1589_106,,0.21084,,,
E1791_190,,0.37951999999999997,,,
E778_34,,0.06627000000000001,,,
E154_165,0.32932,,,,
E692_326,,,0.65261,,
E1099_263,,,0.5261,,
E1627_286,0.57229,,,,
E130_163,,,,0.3253,
E1718_200,,0.3996,,,
E335_25,,0.04819,,,
E94_432,,,,0.86546,
E600_125,0.249,,,,
E619_143,0.28514,,,,
E1342_413,0.82731,,,,
E921_322,,0.64458,,,
E907_357,,,,,0.71486
E21_7,0.01205,,,,
E633_28,,0.054220000000000004,,,
E688_323,0.64659,,,,
E1152_409,0.8192799999999999,,,,
E1628_341,0.6827300000000001,,,,
E1723_499,,1.0,,,
E1237_168,,,,0.33534,
E1414_263,,,,0.5261,
E201_35,,,,0.06827000000000001,
E962_479,,,,0.9598399999999999,
E110_212,,,,0.42368999999999996,
E1254_225,0.4498,,,,
E196_213,,0.4257,,,
E1446_20,,,,0.03815,
E1090_281,,0.56225,,,
E1482_163,0.3253,,,,
E387_298,,0.59639,,,
E1730_152,,0.30321,,,
E1650_476,,,,0.9538200000000001,
E1858_371,0.74297,,,,
E690_194,0.38755,,,,
E1025_217,,,,0.43373,
E1896_401,0.8032100000000001,,,,
E432_315,,0.63052,,,
E1903_27,,,0.05221,,
E719_104,0.20683,,,,
E461_127,0.25301,,,,
E1986_4,0.00602,,,,
E1882_399,,,,0.7992,
E47_214,,,,0.42771000000000003,
E613_296,0.59237,,,,
E1539_257,,0.5140600000000001,,,
E1891_200,0.3996,,,,
E739_94,,0.18675,,,
E1558_297,0.59438,,,,
E141_106,,0.21084,,,
E1830_454,0.90964,,,,
E503_66,,0.13052,,,
E1136_446,0.8935700000000001,,,,
E991_373,0.7469899999999999,,,,
E588_383,,0.76707,,,
E252_218,,0.43573999999999996,,,
E1204_355,,0.7108399999999999,,,
E1174_129,0.25703000000000004,,,,
E112_449,,0.8996,,,
E371_155,,0.30924,,,
E1358_390,,,,0.78112,
E1994_432,,,,0.86546,
E951_7,,,,,0.01205
E871_317,,0.63454,,,
E1989_122,,0.24297,,,
E466_311,,,,0.62249,
E1322_292,0.58434,,,,
E481_137,,0.27309,,,
E45_226,,,0.45181000000000004,,
E1021_325,,,,0.6506,
E1448_267,,0.53414,,,
E180_116,,,,0.23092,
E795_410,,0.82129,,,
E138_88,,,0.1747,,
E803_151,,0.3012,,,
E1180_420,,,,0.8413700000000001,
E89_238,,0.4759,,,
E743_497,0.99598,,,,
E1235_360,,,0.72088,,
E28_57,0.11245,,,,
E1715_361,,,0.7228899999999999,,
E814_299,0.59839,,,,
E1734_448,0.89759,,,,
E858_469,0.93976,,,,
E1048_362,0.7249,,,,
E1087_30,0.05823,,,,
E989_151,0.3012,,,,
E1166_220,,0.43976000000000004,,,
E6_495,,,,0.99197,
E1438_330,,,,,0.66064
E889_55,,0.10843,,,
E164_456,0.91365,,,,
E1265_69,,,,0.13655,
E705_490,,,,0.98193,
E132_433,,0.8674700000000001,,,
E905_332,,,,0.66466,
E296_271,,,,0.5421699999999999,
E1502_185,0.36948000000000003,,,,
E1420_369,,,,,0.7389600000000001
E1444_361,0.7228899999999999,,,,
E485_454,,0.90964,,,
E1689_155,,0.30924,,,
E295_386,,0.7730899999999999,,,
E660_125,0.249,,,,
E502_336,,,0.67269,,
E1383_421,,,,,0.8433700000000001
E593_120,0.23895999999999998,,,,
E1305_323,0.64659,,,,
E1522_252,,0.50402,,,
E1667_442,0.88554,,,,
E264_90,,0.17870999999999998,,,
E263_339,0.67871,,,,
E108_100,,0.1988,,,
E206_44,,0.08635,,,
E209_124,0.24699000000000002,,,,
E459_35,,,,0.06827000000000001,
E226_265,0.53012,,,,
E1578_436,,,,0.87349,
E80_472,,,,0.94578,
E1200_9,,0.016059999999999998,,,
E550_401,,,,0.8032100000000001,
E1163_424,,0.8494,,,
E864_115,,0.22891999999999998,,,
E928_290,0.58032,,,,
E1041_471,,,,,0.94378
E1242_138,,,,0.2751,
E1355_224,0.44778999999999997,,,,
E449_439,,,,0.8795200000000001,
E223_392,0.78514,,,,
E46_205,,,0.40963999999999995,,
E1810_189,,0.37751,,,
E912_115,,,,0.22891999999999998,
E1883_85,,0.16867000000000001,,,
E1988_91,0.18072,,,,
E1725_289,0.57831,,,,
E637_269,,,,0.53815,
E1186_164,0.32731,,,,
E436_462,,0.9257,,,
E1818_354,,0.7088399999999999,,,
E1556_194,,0.38755,,,
E1837_69,,0.13655,,,
E1634_247,,,,0.49398000000000003,
E1993_392,0.78514,,,,
E1670_368,,0.73695,,,
E1555_254,0.50803,,,,
E1154_340,,0.68072,,,
E1377_142,,0.28313,,,
E84_276,,0.5522100000000001,,,
E1796_262,,0.5241,,,
E302_121,0.24095999999999998,,,,
E1538_402,0.8052199999999999,,,,
E931_346,,0.69277,,,
E693_365,0.73092,,,,
E652_147,,,,0.29317,
E1693_471,0.94378,,,,
E1151_191,,,,,0.38153000000000004
E1916_40,,,,0.07831,
E1373_415,0.8313299999999999,,,,
E1387_193,,,,,0.38554
E1614_85,,0.16867000000000001,,,
E646_499,1.0,,,,
E1781_26,,0.0502,,,
E1055_445,0.8915700000000001,,,,
E579_397,,0.79518,,,
E1711_269,0.53815,,,,
E618_307,,,,0.61446,
E1264_454,0.90964,,,,
E128_326,,,0.65261,,
E1728_11,,,0.02008,,
E512_254,,,,0.50803,
E1740_203,,,,0.40562,
E1625_428,0.8574299999999999,,,,
E799_59,0.11647,,,,
E1974_334,,0.66867,,,
E239_490,,,,0.98193,
E610_208,0.41566000000000003,,,,
E377_406,0.81325,,,,
E338_65,,0.12850999999999999,,,
E1304_118,0.23494,,,,
E638_241,,0.48193,,,
E57_480,,0.96185,,,
E737_320,,,,0.64056,
E1737_459,,0.9196799999999999,,,
E766_444,0.88956,,,,
E1203_26,0.0502,,,,
E1635_233,0.46586000000000005,,,,
E670_393,,,,0.78715,
E1061_133,,0.26506,,,
E1286_316,0.63253,,,,
E545_403,0.80723,,,,
E1500_461,,0.92369,,,
E549_212,0.42368999999999996,,,,
E314_197,0.39357,,,,
E917_216,0.43173,,,,
E942_106,,,,0.21084,
E1426_50,,,,,0.09838999999999999
E1931_272,0.54418,,,,
E1388_345,0.69076,,,,
E875_164,,,,0.32731,
E1564_356,,,0.71285,,
E1030_159,,0.31727,,,
E597_435,,0.87149,,,
E1493_168,0.33534,,,,
E827_285,,,,0.57028,
E1572_270,,,0.5401600000000001,,
E1123_1,0.0,,,,
E1094_140,,,,0.27912,
E1585_401,0.8032100000000001,,,,
E1569_72,0.14257,,,,
E1114_122,,,,0.24297,
E54_112,,0.22289,,,
E961_189,0.37751,,,,
E1665_362,,0.7249,,,
E103_263,0.5261,,,,
E225_387,,0.7751,,,
E1467_256,,,,,0.51205
E200_434,,0.8694799999999999,,,
E1829_426,,,0.85341,,
E1366_102,,0.20281,,,
E42_255,,,,0.5100399999999999,
E1570_384,,0.76908,,,
E1807_350,,0.7008,,,
E1386_499,1.0,,,,
E279_110,,,,0.21888000000000002,
E954_172,,,,0.34337,
E1334_222,,,,0.44378,
E26_482,,,,0.96586,
E970_301,0.60241,,,,
E1927_198,,,,0.39558000000000004,
E1582_177,,,,0.35341,
E1411_263,0.5261,,,,
E197_79,,,,0.15663,
E382_198,,0.39558000000000004,,,
E1768_401,,,,0.8032100000000001,
E234_29,0.056220000000000006,,,,
E1672_167,,0.33333,,,
E1580_233,,0.46586000000000005,,,
E1506_281,,,0.56225,,
E1680_37,0.07229,,,,
E584_250,,0.5,,,
E469_165,,,,0.32932,
E934_342,0.68474,,,,
E1594_39,,,,0.07631,
E1518_29,,,,,0.056220000000000006
E427_274,0.54819,,,,
E891_184,,,,,0.36746999999999996
E1821_205,,0.40963999999999995,,,
E1532_116,,0.23092,,,
E1592_163,,,,0.3253,
E1528_488,,,,0.9779100000000001,
E1706_15,0.028110000000000003,,,,
E510_276,,,,0.5522100000000001,
E1525_409,0.8192799999999999,,,,
E606_81,0.16064,,,,
E1213_257,,0.5140600000000001,,,
E971_45,,,0.08835,,
E704_82,0.16265,,,,
E1636_399,,,,0.7992,
E647_94,0.18675,,,,
E1731_160,0.31928,,,,
E1929_73,,0.14458,,,
E1871_136,,0.27108000000000004,,,
E694_217,,,0.43373,,
E1590_72,,0.14257,,,
E1963_330,,,,0.66064,
E1647_323,0.64659,,,,
E893_208,0.41566000000000003,,,,
E1612_48,,0.09437999999999999,,,
E736_277,,,,0.5542199999999999,
E1455_107,,,,0.21285,
E1922_68,,,,0.13454000000000002,
E1692_407,0.81526,,,,
E1969_293,,0.58635,,,
E1541_439,,,,0.8795200000000001,
E356_340,,0.68072,,,
E1419_428,,,,0.8574299999999999,
E955_344,0.68876,,,,
E678_156,,,,0.31124,
E658_168,0.33534,,,,
E321_208,,,,0.41566000000000003,
E587_187,,0.37349,,,
E267_10,,0.01807,,,
E1452_195,,,,0.38956,
E31_86,,0.17068,,,
E1018_431,,,0.86345,,
E808_362,,,,0.7249,
E559_67,0.13253,,,,
E785_429,,,,,0.85944
E390_277,,0.5542199999999999,,,
E372_470,0.9417700000000001,,,,
E939_363,,0.7269100000000001,,,
E174_89,0.17670999999999998,,,,
E776_245,0.48996000000000006,,,,
E568_357,,0.71486,,,
E926_482,,,,0.96586,
E143_404,0.80924,,,,
E1913_378,0.75703,,,,
E1177_401,,,,,0.8032100000000001
E1603_23,,,,0.044180000000000004,
E71_153,,,,,0.30522
E240_269,0.53815,,,,
E127_101,,,,0.2008,
E291_124,,,,0.24699000000000002,
E535_90,,0.17870999999999998,,,
E193_215,,0.42972,,,
E1293_18,0.03414,,,,
E1971_252,0.50402,,,,
E1813_353,0.7068300000000001,,,,
E358_73,,0.14458,,,
E1747_6,,,,0.01004,
E1453_330,,,,0.66064,
E212_28,,,,0.054220000000000004,
E731_23,,0.044180000000000004,,,
E1613_185,0.36948000000000003,,,,
E403_403,,0.80723,,,
E425_245,0.48996000000000006,,,,
E1435_23,0.044180000000000004,,,,
E1248_265,,0.53012,,,
E1295_406,0.81325,,,,
E1403_462,,0.9257,,,
E1423_37,,0.07229,,,
E102_142,,0.28313,,,
E139_152,,0.30321,,,
E220_271,0.5421699999999999,,,,
E560_257,,0.5140600000000001,,,
E1461_475,,0.95181,,,
E1995_54,0.10643,,,,
E1736_308,,0.61647,,,
E1429_50,0.09838999999999999,,,,
E280_465,,0.93173,,,
E1905_284,,,,0.5682699999999999,
E571_191,,0.38153000000000004,,,
E915_161,0.32129,,,,
E1130_121,0.24095999999999998,,,,
E1909_390,0.78112,,,,
E404_185,0.36948000000000003,,,,
E1110_392,0.78514,,,,
E411_120,,,,0.23895999999999998,
E801_31,,,,0.060239999999999995,
E151_490,0.98193,,,,
E722_460,0.92169,,,,
E51_371,,,,0.74297,
E399_10,,0.01807,,,
E614_267,,,,0.53414,
E1721_259,0.51807,,,,
E854_51,,0.1004,,,
E1925_450,,0.90161,,,
E1767_209,,,,0.41767,
E1874_39,,,,0.07631,
E1341_266,,,,0.53213,
E453_288,,0.57631,,,
E1105_203,,,,,0.40562
E486_97,,0.19277,,,
E476_477,,0.9558200000000001,,,
E1093_258,,0.5160600000000001,,,
E1908_316,,,,0.63253,
E1527_51,0.1004,,,,
E1702_242,,0.48394,,,
E1652_422,,,,0.8453799999999999,
E1550_347,,,,0.6947800000000001,
E1914_497,0.99598,,,,
E109_38,0.0743,,,,
E1162_193,,0.38554,,,
E1516_251,0.5020100000000001,,,,
E1752_340,,,,,0.68072
E342_117,,0.23293000000000003,,,
E1940_386,0.7730899999999999,,,,
E1537_200,,0.3996,,,
E669_40,,,,,0.07831
E100_20,,0.03815,,,
E755_469,0.93976,,,,
E53_402,,,,0.8052199999999999,
E1391_471,,,,0.94378,
E1696_97,,,,0.19277,
E1543_226,,,,0.45181000000000004,
E499_417,,0.83534,,,
E1449_120,,0.23895999999999998,,,
E617_332,0.66466,,,,
E1407_283,0.5662699999999999,,,,
E1586_129,,,,0.25703000000000004,
E27_390,,0.78112,,,
E752_76,0.1506,,,,
E643_258,0.5160600000000001,,,,
E1938_141,,0.28112,,,
E345_326,,,,0.65261,
E515_216,,,,0.43173,
E1443_66,,,,0.13052,
E556_485,,,0.9718899999999999,,
E1654_359,,,,0.71888,
E1329_280,,0.56024,,,
E1296_295,,0.59036,,,
E137_91,0.18072,,,,
E1462_316,,,,0.63253,
E1602_192,,,,0.38353000000000004,
E1668_490,0.98193,,,,
E383_372,0.74498,,,,
E1142_200,,0.3996,,,
E1749_476,0.9538200000000001,,,,
E1060_104,,0.20683,,,
E1029_440,,0.8815299999999999,,,
E1911_190,,0.37951999999999997,,,
E1841_124,,0.24699000000000002,,,
E998_59,,0.11647,,,
E1239_316,,,,0.63253,
E210_118,,0.23494,,,
E437_45,,0.08835,,,
E708_37,0.07229,,,,
E956_100,0.1988,,,,
E489_83,0.16466,,,,
E1236_253,,0.50602,,,
E1626_322,0.64458,,,,
E860_36,,0.07028,,,
E1345_343,,,,0.68675,
E957_452,,,0.9056200000000001,,
E87_485,,0.9718899999999999,,,
E1364_302,0.60442,,,,
E709_79,,0.15663,,,
E840_11,0.02008,,,,
E732_29,,,,0.056220000000000006,
E995_397,,,0.79518,,
E1405_196,,0.39157,,,
E1059_34,,,,0.06627000000000001,
E1074_412,,0.8253,,,
E1701_136,,0.27108000000000004,,,
E1120_29,,,,,0.056220000000000006
E1439_467,,,,0.93574,
E796_478,,,,0.95783,
E707_474,,,,0.9498,
E1990_319,0.63855,,,,
E966_73,0.14458,,,,
E981_287,0.5743,,,,
E1991_481,,,0.96386,,
E1729_357,,,0.71486,,
E903_292,0.58434,,,,
E1978_196,,0.39157,,,
E1283_466,,,,0.93373,
E852_238,,0.4759,,,
E1600_116,,,,0.23092,
E218_330,,,,,0.66064
E1548_364,0.72892,,,,
E1684_191,,0.38153000000000004,,,
E475_144,,,0.28715,,
E1864_202,,,,,0.40360999999999997
E374_312,,0.6245,,,
E1983_382,,0.7650600000000001,,,
E1309_331,,0.66265,,,
E55_377,,0.75502,,,
E911_426,,0.85341,,,
E948_17,,,,0.03213,
E1279_470,,,,0.9417700000000001,
E1308_450,,,0.90161,,
E959_305,,,,0.61044,
E1943_329,0.65863,,,,
E1875_249,0.49799,,,,
E106_491,,0.9839399999999999,,,
E177_412,0.8253,,,,
E1724_345,0.69076,,,,
E1071_186,,0.37149,,,
E1348_482,,,,0.96586,
E1201_364,,,,0.72892,
E1828_7,0.01205,,,,
E543_455,,,,0.91165,
E1167_357,,,,0.71486,
E1323_346,,0.69277,,,
E256_393,,0.78715,,,
E155_238,,0.4759,,,
E1623_417,,0.83534,,,
E1671_149,0.29719,,,,
E1638_159,,0.31727,,,
E603_40,,0.07831,,,
E86_53,0.10442,,,,
E294_55,0.10843,,,,
E416_52,0.10240999999999999,,,,
E1155_445,0.8915700000000001,,,,
E1475_108,0.21486,,,,
E1321_63,0.1245,,,,
E1250_316,0.63253,,,,
E495_92,,0.18273,,,
E700_128,,0.25501999999999997,,,
E622_409,0.8192799999999999,,,,
E217_235,,0.46988,,,
E1766_61,0.12047999999999999,,,,
E517_104,0.20683,,,,
E1_248,,,0.49598000000000003,,
E458_50,,0.09838999999999999,,,
E152_111,,0.22088000000000002,,,
E1211_209,,0.41767,,,
E1320_275,0.5502,,,,
E1370_469,0.93976,,,,
E1441_12,,,,,0.022090000000000002
E1343_82,,,,0.16265,
E1122_350,0.7008,,,,
E248_401,,0.8032100000000001,,,
E522_315,,,,0.63052,
E1644_447,0.8955799999999999,,,,
E1878_296,,0.59237,,,
E1497_281,,0.56225,,,
E397_180,,,0.35944,,
E645_492,,0.9859399999999999,,,
E1351_193,0.38554,,,,
E651_330,,0.66064,,,
E1431_361,,0.7228899999999999,,,
E1605_95,,0.18875999999999998,,,
E1273_63,0.1245,,,,
E1617_69,0.13655,,,,
E595_271,,0.5421699999999999,,,
E1581_395,0.7911600000000001,,,,
E320_46,,,,0.09036,
E29_244,,,,0.48795,
E262_221,0.44177,,,,
E734_248,,0.49598000000000003,,,
E1194_351,0.70281,,,,
E1288_102,,0.20281,,,
E227_445,0.8915700000000001,,,,
E1082_39,,,,0.07631,
E608_345,0.69076,,,,
E727_400,,,,0.8012,
E1207_432,0.86546,,,,
E37_36,,,,0.07028,
E525_140,,,,0.27912,
E872_451,,,,0.90361,
E328_177,,,,0.35341,
E1964_380,0.7610399999999999,,,,
E179_443,0.88755,,,,
E1563_383,0.76707,,,,
E150_8,,0.01406,,,
E968_32,0.06225,,,,
E25_481,0.96386,,,,
E56_275,0.5502,,,,
E1229_179,,,,,0.35743
E1078_199,0.39759,,,,
E623_326,,,,0.65261,
E1584_255,,,,0.5100399999999999,
E1786_248,0.49598000000000003,,,,
E450_113,,0.2249,,,
E1040_147,,,,,0.29317
E381_386,,0.7730899999999999,,,
E413_161,,,,0.32129,
E1371_409,,,,0.8192799999999999,
E224_296,,0.59237,,,
E536_213,0.4257,,,,
E145_120,0.23895999999999998,,,,
E1338_292,0.58434,,,,
E1754_428,,,,0.8574299999999999,
E50_498,0.9979899999999999,,,,
E124_220,,0.43976000000000004,,,
E261_363,,,,,0.7269100000000001
E1197_120,,,,0.23895999999999998,
E366_210,0.41968,,,,
E1639_479,,,,0.9598399999999999,
E585_348,,,0.6967899999999999,,
E1727_492,0.9859399999999999,,,,
E258_81,0.16064,,,,
E1225_330,,,,0.66064,
E1340_43,,0.08434,,,
E238_437,,,,0.8755,
E176_93,0.18474000000000002,,,,
E1349_397,0.79518,,,,
E876_314,,,,0.62851,
E104_383,,,,0.76707,
E1985_121,,0.24095999999999998,,,
E1726_281,,0.56225,,,
E1189_437,0.8755,,,,
E1661_339,,,,0.67871,
E1777_176,,,,0.35141,
E400_140,,0.27912,,,
E1720_368,,,,0.73695,
E1169_253,,,,0.50602,
E1276_443,,,,,0.88755
E1712_178,0.35541999999999996,,,,
E523_231,0.46185,,,,
E1968_194,,0.38755,,,
E1046_84,0.16667,,,,
E1086_301,0.60241,,,,
E762_345,,,,0.69076,
E1739_288,0.57631,,,,
E1785_98,,0.19478,,,
E1004_485,,,,0.9718899999999999,
E1104_257,,,,,0.5140600000000001
E1800_233,0.46586000000000005,,,,
E76_216,,0.43173,,,
E573_297,,,,0.59438,
E1494_389,0.77912,,,,
E199_103,0.20481999999999997,,,,
E334_387,,0.7751,,,
E818_35,0.06827000000000001,,,,
E1209_390,0.78112,,,,
E1741_238,0.4759,,,,
E1483_144,0.28715,,,,
E1503_125,,0.249,,,
E482_335,0.67068,,,,
E683_7,,,,0.01205,
E1393_121,0.24095999999999998,,,,
E468_300,0.6004,,,,
E1474_20,,0.03815,,,
E113_46,,0.09036,,,
E1490_75,,,,,0.14859
E203_117,,0.23293000000000003,,,
E564_403,0.80723,,,,
E1070_402,,0.8052199999999999,,,
E1153_117,,0.23293000000000003,,,
E441_86,0.17068,,,,
E578_290,,,,0.58032,
E18_304,,,0.60843,,
E313_233,0.46586000000000005,,,,
E774_318,0.63655,,,,
E1998_187,,,,0.37349,
E290_220,0.43976000000000004,,,,
E207_412,0.8253,,,,
E879_450,,,,0.90161,
E1832_155,0.30924,,,,
E1401_102,,,,0.20281,
E815_29,,0.056220000000000006,,,
E160_471,0.94378,,,,
E562_424,,,,0.8494,
E581_329,,,,0.65863,
E111_175,,,,,0.3494
E779_176,,0.35141,,,
E1427_301,0.60241,,,,
E1546_442,,,,0.88554,
E249_289,,0.57831,,,
E1454_285,0.57028,,,,
E1838_36,,,,0.07028,
E119_385,,0.77108,,,
E465_403,0.80723,,,,
E205_64,,0.12650999999999998,,,
E521_231,0.46185,,,,
E1507_419,0.83936,,,,
E1076_316,,0.63253,,,
E730_336,,0.67269,,,
E596_336,0.67269,,,,
E415_352,0.70482,,,,
E422_269,0.53815,,,,
E807_98,0.19478,,,,
E927_256,,,,0.51205,
E444_163,0.3253,,,,
E997_145,,0.28916,,,
E825_252,0.50402,,,,
E1529_151,,0.3012,,,
E1487_444,,,,0.88956,
E681_445,0.8915700000000001,,,,
E974_231,0.46185,,,,
E118_321,0.64257,,,,
E519_423,0.84739,,,,
E405_167,0.33333,,,,
E575_411,,0.82329,,,
E1019_378,,,,0.75703,
E1417_84,,,0.16667,,
E1247_78,,,,0.15462,
E1010_328,,,,0.65663,
E1440_181,,0.36145,,,
E668_230,,,,,0.45983999999999997
E1445_360,,,,0.72088,
E1182_393,0.78715,,,,
E293_273,,,0.54618,,
E1815_173,,,,0.34538,
E1056_188,,,,0.3755,
E1404_162,,,,0.32329,
E1789_184,,,,0.36746999999999996,
E1611_359,0.71888,,,,
E946_383,,0.76707,,,
E237_207,,0.41365,,,
E1270_243,,0.48594,,,
E1158_460,,0.92169,,,
E1973_286,0.57229,,,,
E1317_58,,0.11445999999999999,,,
E514_478,0.95783,,,,
E988_233,0.46586000000000005,,,,
E7_238,,0.4759,,,
E65_290,0.58032,,,,
E407_304,0.60843,,,,
E194_239,,,,0.47791000000000006,
E1367_97,,,,,0.19277
E1616_444,,0.88956,,,
E978_499,,,,1.0,
E1808_46,0.09036,,,,
E1233_437,,0.8755,,,
E1468_151,,,,0.3012,
E359_133,0.26506,,,,
E1774_291,,,0.58233,,
E621_164,,,,,0.32731
E1422_183,,0.36546,,,
E1892_177,,,,0.35341,
E770_274,0.54819,,,,
E1399_250,,,,,0.5
E1170_227,0.45382,,,,
E1036_466,0.93373,,,,
E990_143,0.28514,,,,
E1844_3,0.00402,,,,
E68_214,,,,0.42771000000000003,
E1287_169,0.33735,,,,
E307_444,,0.88956,,,
E414_169,0.33735,,,,
E1545_11,,0.02008,,,
E1547_195,,,,,0.38956
E867_395,0.7911600000000001,,,,
E765_349,0.6988,,,,
E1700_263,,0.5261,,,
E388_432,0.86546,,,,
E820_100,,,,0.1988,
E1124_126,,,,0.251,
E1962_129,,0.25703000000000004,,,
E1941_374,,0.7490000000000001,,,
E1300_345,,0.69076,,,
E1352_270,0.5401600000000001,,,,
