TF	Target	EdgeWeight
UGR	DKK1	0.010469699278473854
UGR	RSPO1	0.01046938169747591
CBX2	UGR	0.010469190776348114
WT1mKTS	FGF9	0.01046727504581213
WT1mKTS	GATA4	0.010465659201145172
AMH	WT1mKTS	0.010465504601597786
WT1mKTS	SOX9	0.010464021936058998
DKK1	FGF9	0.010461983270943165
FGF9	WT1pKTS	0.010457796044647694
CTNNB1	GATA4	0.010456963442265987
SRY	FGF9	0.01045655831694603
NR0B1	SRY	0.010456031188368797
WT1mKTS	DHH	0.01045352965593338
GATA4	NR0B1	0.010453224182128906
AMH	SRY	0.010452031157910824
DKK1	WT1mKTS	0.010450199246406555
PGD2	SRY	0.010448809713125229
GATA4	UGR	0.010447889566421509
NR5A1	SRY	0.01044654380530119
SRY	WT1mKTS	0.010445510037243366
DHH	WT1mKTS	0.010440552607178688
WT1pKTS	UGR	0.010439595207571983
SRY	NR0B1	0.010437767021358013
FGF9	SRY	0.01043547224253416
CBX2	DMRT1	0.010435184463858604
FOXL2	WT1mKTS	0.010433202609419823
RSPO1	UGR	0.010432764887809753
GATA4	AMH	0.010431652888655663
UGR	WT1mKTS	0.010429669171571732
WT1mKTS	FOXL2	0.01042838953435421
UGR	SOX9	0.01042760256677866
GATA4	NR5A1	0.010426691733300686
FOXL2	SOX9	0.010425364598631859
GATA4	DKK1	0.010424313135445118
CBX2	WT1mKTS	0.010422862134873867
NR5A1	CBX2	0.01042245514690876
CBX2	FGF9	0.010421360842883587
RSPO1	DMRT1	0.010420732200145721
FGF9	CTNNB1	0.010420506820082664
CBX2	WNT4	0.010420073755085468
WT1pKTS	CBX2	0.01041848212480545
WT1mKTS	UGR	0.01041614543646574
RSPO1	DKK1	0.010414361022412777
UGR	DHH	0.010414307937026024
SOX9	WT1mKTS	0.010412790812551975
AMH	RSPO1	0.010410354472696781
PGD2	UGR	0.010410149581730366
DKK1	CBX2	0.010409535840153694
SOX9	CTNNB1	0.010409326292574406
DKK1	NR5A1	0.010409323498606682
WT1mKTS	SRY	0.010407612659037113
AMH	GATA4	0.010407188907265663
CTNNB1	FGF9	0.010406799614429474
WNT4	WT1mKTS	0.010406493209302425
GATA4	DHH	0.010405282489955425
AMH	WNT4	0.010404308326542377
FOXL2	PGD2	0.010403885506093502
RSPO1	SRY	0.010402759537100792
WNT4	CBX2	0.010402040556073189
NR0B1	DKK1	0.010401352308690548
CBX2	SOX9	0.010399996303021908
SRY	GATA4	0.010399549268186092
FOXL2	CBX2	0.010397940874099731
DKK1	FOXL2	0.010397779755294323
WNT4	UGR	0.010395944118499756
FGF9	RSPO1	0.010395541787147522
NR5A1	UGR	0.010395371355116367
CTNNB1	PGD2	0.01039494015276432
WT1mKTS	AMH	0.010394354350864887
PGD2	GATA4	0.010394345037639141
SOX9	RSPO1	0.010393964126706123
WT1mKTS	NR0B1	0.010392852127552032
GATA4	CTNNB1	0.01039193756878376
WT1pKTS	NR0B1	0.010391765274107456
PGD2	NR0B1	0.010390296578407288
WT1mKTS	DKK1	0.010390267707407475
FGF9	WNT4	0.010389630682766438
WT1mKTS	WNT4	0.010388084687292576
PGD2	CTNNB1	0.010385382920503616
FOXL2	NR5A1	0.010384321212768555
GATA4	DMRT1	0.010383614338934422
NR0B1	NR5A1	0.010382919572293758
CTNNB1	AMH	0.010381976142525673
CBX2	DKK1	0.01038153562694788
NR5A1	WT1mKTS	0.01037934422492981
SOX9	GATA4	0.010379056446254253
NR0B1	CBX2	0.010379011742770672
WT1mKTS	PGD2	0.010378940962255001
WT1mKTS	CBX2	0.01037692278623581
CBX2	RSPO1	0.010376796126365662
CBX2	GATA4	0.010375920683145523
WT1pKTS	WT1mKTS	0.01037528645247221
WT1mKTS	CTNNB1	0.010374587029218674
UGR	DMRT1	0.010374351404607296
GATA4	WNT4	0.010373858734965324
CBX2	PGD2	0.010373803786933422
DKK1	UGR	0.010373068042099476
AMH	CTNNB1	0.010373018682003021
UGR	GATA4	0.0103729497641325
SRY	RSPO1	0.01037052646279335
PGD2	FOXL2	0.010369538329541683
GATA4	SOX9	0.01036771573126316
DMRT1	NR0B1	0.01036737859249115
RSPO1	CBX2	0.010367309674620628
CTNNB1	WT1mKTS	0.010366605594754219
FOXL2	FGF9	0.010366571135818958
WT1pKTS	CTNNB1	0.010364484041929245
DKK1	WNT4	0.010364294052124023
DHH	FOXL2	0.010363034904003143
PGD2	RSPO1	0.010361474938690662
CTNNB1	DKK1	0.010361189022660255
RSPO1	AMH	0.010360806249082088
AMH	CBX2	0.010360551066696644
GATA4	WT1mKTS	0.010359103791415691
DMRT1	CTNNB1	0.010359065607190132
DHH	NR0B1	0.010358862578868866
GATA4	FOXL2	0.010358638130128384
RSPO1	WT1pKTS	0.010357951745390892
CBX2	CTNNB1	0.010357501916587353
FGF9	WT1mKTS	0.010356917977333069
DMRT1	GATA4	0.010356525890529156
WT1mKTS	DMRT1	0.01035647839307785
CTNNB1	NR5A1	0.010356075130403042
GATA4	FGF9	0.010355464182794094
DHH	CTNNB1	0.01035344135016203
WNT4	NR5A1	0.010353339836001396
GATA4	RSPO1	0.01035208161920309
DMRT1	CBX2	0.010350502096116543
SOX9	FOXL2	0.01034980732947588
DMRT1	RSPO1	0.010348976589739323
UGR	SRY	0.010346184484660625
DHH	GATA4	0.01034501288086176
UGR	WNT4	0.010344916023314
FOXL2	DKK1	0.010344624519348145
NR0B1	WT1pKTS	0.01034380029886961
SOX9	UGR	0.010343759320676327
FGF9	FOXL2	0.010343714617192745
RSPO1	GATA4	0.010342796333134174
PGD2	CBX2	0.010342597961425781
NR0B1	FGF9	0.01034207921475172
UGR	FOXL2	0.01034109853208065
SOX9	CBX2	0.010339392349123955
WT1pKTS	GATA4	0.010339218191802502
NR0B1	DHH	0.010338143445551395
CBX2	NR0B1	0.010337697342038155
DKK1	NR0B1	0.010336481966078281
GATA4	PGD2	0.010334971360862255
RSPO1	PGD2	0.010333580896258354
RSPO1	DHH	0.01033215131610632
CBX2	DHH	0.010331473313272
DKK1	GATA4	0.010331167839467525
DHH	UGR	0.010329671204090118
CBX2	AMH	0.010328187607228756
GATA4	SRY	0.010327937081456184
SRY	CTNNB1	0.010327696800231934
DHH	WNT4	0.010325336828827858
FGF9	GATA4	0.010325293987989426
AMH	UGR	0.01032279059290886
UGR	FGF9	0.010321035981178284
NR0B1	PGD2	0.010320423170924187
UGR	CTNNB1	0.010319232009351254
NR0B1	AMH	0.010316479951143265
AMH	NR0B1	0.010314189828932285
NR5A1	RSPO1	0.010313979350030422
GATA4	WT1pKTS	0.010313402861356735
SRY	CBX2	0.010313061997294426
WNT4	WT1pKTS	0.010312439873814583
NR0B1	UGR	0.010312261991202831
WNT4	DKK1	0.010309962555766106
AMH	FOXL2	0.010308888740837574
WNT4	DMRT1	0.010306218639016151
SRY	UGR	0.010306091047823429
SOX9	NR0B1	0.01030520536005497
CTNNB1	UGR	0.010304895229637623
FOXL2	AMH	0.01030214224010706
SRY	WNT4	0.010298207402229309
DHH	CBX2	0.01029665581882
SRY	FOXL2	0.010296635329723358
DMRT1	UGR	0.010292724706232548
DHH	RSPO1	0.010292213410139084
WT1pKTS	WNT4	0.01029200665652752
UGR	NR0B1	0.010291606187820435
CBX2	FOXL2	0.01028260588645935
CTNNB1	CBX2	0.0102812759578228
SOX9	WNT4	0.010281185619533062
CBX2	SRY	0.010280520655214787
FGF9	UGR	0.010280382819473743
FOXL2	WT1pKTS	0.010274924337863922
DMRT1	FOXL2	0.010274317115545273
CTNNB1	DMRT1	0.010274091735482216
PGD2	WNT4	0.010272138752043247
WNT4	PGD2	0.010270967148244381
WNT4	SRY	0.010270525701344013
WT1pKTS	RSPO1	0.010270523838698864
CTNNB1	WT1pKTS	0.010269174352288246
DMRT1	WNT4	0.010268118232488632
FGF9	CBX2	0.010266496799886227
NR5A1	FOXL2	0.010264133103191853
FOXL2	DHH	0.010262550786137581
WT1pKTS	FOXL2	0.010260780341923237
RSPO1	NR5A1	0.010259781032800674
DKK1	RSPO1	0.010257740505039692
NR0B1	DMRT1	0.010254711844027042
NR5A1	CTNNB1	0.010252291336655617
NR5A1	NR0B1	0.01024723332375288
WNT4	DHH	0.010246454738080502
RSPO1	FGF9	0.010245967656373978
FOXL2	SRY	0.010245389305055141
NR0B1	SOX9	0.010244788601994514
CTNNB1	SOX9	0.010233952663838863
FOXL2	DMRT1	0.010233334265649319
DKK1	CTNNB1	0.010233013890683651
FGF9	NR0B1	0.01023093331605196
CTNNB1	DHH	0.010228108614683151
NR5A1	WNT4	0.010215803980827332
RSPO1	SOX9	0.010215623304247856
WNT4	FGF9	0.010212601162493229
WNT4	AMH	0.010194232687354088
WNT4	SOX9	0.010184653103351593
CTNNB1	SRY	0.010183551348745823
