,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E918_430,0.86145,,,,
E1913_222,,0.44378,,,
E1872_120,,0.23895999999999998,,,
E1528_186,,,0.37149,,
E1861_401,,0.8032100000000001,,,
E1633_111,,,0.22088000000000002,,
E49_201,,0.40160999999999997,,,
E875_87,,0.17269,,,
E641_481,0.96386,,,,
E1049_436,,,,,0.87349
E1302_306,0.61245,,,,
E853_469,0.93976,,,,
E1303_192,,0.38353000000000004,,,
E1018_73,,,0.14458,,
E1838_51,,0.1004,,,
E1397_256,,,0.51205,,
E1984_428,,0.8574299999999999,,,
E181_178,0.35541999999999996,,,,
E824_106,,,0.21084,,
E201_284,,,,,0.5682699999999999
E573_367,,,0.7349399999999999,,
E3_140,,,,,0.27912
E820_241,,,0.48193,,
E598_70,,,,,0.13855
E1757_288,0.57631,,,,
E639_187,,,0.37349,,
E1942_392,,0.78514,,,
E878_298,,0.59639,,,
E134_115,,,,,0.22891999999999998
E785_341,,0.6827300000000001,,,
E416_35,,0.06827000000000001,,,
E1199_57,0.11245,,,,
E270_480,,0.96185,,,
E326_387,,0.7751,,,
E1518_429,,,0.85944,,
E767_216,0.43173,,,,
E235_476,0.9538200000000001,,,,
E1843_289,,,0.57831,,
E1884_390,0.78112,,,,
E1990_59,0.11647,,,,
E1731_483,,,0.9678700000000001,,
E231_285,,0.57028,,,
E446_427,,,0.8554200000000001,,
E890_391,,0.78313,,,
E635_111,,,0.22088000000000002,,
E179_228,,0.45582,,,
E43_228,,0.45582,,,
E379_342,,0.68474,,,
E1987_472,,,0.94578,,
E1381_438,,,0.87751,,
E312_170,,,0.33936,,
E1167_97,,,0.19277,,
E1808_278,0.5562199999999999,,,,
E1139_198,,0.39558000000000004,,,
E945_483,,,0.9678700000000001,,
E1578_266,,,,0.53213,
E162_383,,,0.76707,,
E1533_487,,,0.9759,,
E961_124,0.24699000000000002,,,,
E1970_102,,0.20281,,,
E1457_185,,,0.36948000000000003,,
E1102_441,,0.8835299999999999,,,
E422_194,0.38755,,,,
E1286_61,0.12047999999999999,,,,
E1679_97,,0.19277,,,
E1459_440,,,,,0.8815299999999999
E79_56,,,0.11044000000000001,,
E569_376,,,0.7530100000000001,,
E10_322,0.64458,,,,
E1786_346,,,0.69277,,
E1966_482,,,,,0.96586
E1819_263,,0.5261,,,
E85_66,,,0.13052,,
E1285_475,0.95181,,,,
E1794_234,,,0.46787,,
E895_14,,0.0261,,,
E30_9,0.016059999999999998,,,,
E1546_448,,,0.89759,,
E1281_303,,,0.60643,,
E1721_497,0.99598,,,,
E716_404,,0.80924,,,
E830_100,0.1988,,,,
E1767_19,,,0.03614,,
E1619_399,,0.7992,,,
E1635_295,,,0.59036,,
E1404_66,,,0.13052,,
E331_272,,,0.54418,,
E1423_59,0.11647,,,,
E387_246,0.49196999999999996,,,,
E894_29,0.056220000000000006,,,,
E709_379,,0.7590399999999999,,,
E1803_353,,0.7068300000000001,,,
E1797_140,,,0.27912,,
E25_415,,0.8313299999999999,,,
E1047_461,0.92369,,,,
E1574_146,,0.29116,,,
E393_126,,,0.251,,
E1834_321,,,0.64257,,
E174_250,0.5,,,,
E690_248,,,0.49598000000000003,,
E1203_249,,,0.49799,,
E1696_354,,,0.7088399999999999,,
E636_117,,,0.23293000000000003,,
E1376_397,0.79518,,,,
E628_95,,0.18875999999999998,,,
E1489_222,,,0.44378,,
E28_172,0.34337,,,,
E1233_421,,0.8433700000000001,,,
E464_249,0.49799,,,,
E1569_366,,,0.73293,,
E1756_396,,,0.7931699999999999,,
E353_36,0.07028,,,,
E361_112,,0.22289,,,
E996_31,,0.060239999999999995,,,
E166_154,,,,0.30723,
E1323_455,0.91165,,,,
E486_421,,0.8433700000000001,,,
E698_372,0.74498,,,,
E1101_134,0.26707,,,,
E1551_221,,0.44177,,,
E743_319,,,0.63855,,
E311_378,,,,0.75703,
E1675_378,,,,0.75703,
E521_304,,,,,0.60843
E1290_474,0.9498,,,,
E435_51,,0.1004,,,
E1815_371,,,0.74297,,
E1521_184,0.36746999999999996,,,,
E929_327,,0.65462,,,
E847_243,0.48594,,,,
E503_344,,0.68876,,,
E1041_244,,,0.48795,,
E672_412,,0.8253,,,
E1994_220,,0.43976000000000004,,,
E1346_75,0.14859,,,,
E1217_448,,0.89759,,,
E1243_248,0.49598000000000003,,,,
E498_386,0.7730899999999999,,,,
E832_455,,0.91165,,,
E108_364,0.72892,,,,
E1395_49,,,,0.09639,
E455_86,,,0.17068,,
E583_264,,,0.5281100000000001,,
E388_55,0.10843,,,,
E728_228,,0.45582,,,
E1914_135,,,0.26908000000000004,,
E1979_385,0.77108,,,,
E469_82,,0.16265,,,
E1400_1,0.0,,,,
E305_251,,,0.5020100000000001,,
E626_392,,,0.78514,,
E55_382,0.7650600000000001,,,,
E1626_379,0.7590399999999999,,,,
E917_266,,0.53213,,,
E264_336,,,0.67269,,
E792_459,,,0.9196799999999999,,
E1773_340,,0.68072,,,
E1801_354,,,0.7088399999999999,,
E1186_387,0.7751,,,,
E1525_399,0.7992,,,,
E467_145,0.28916,,,,
E532_415,,,,0.8313299999999999,
E1368_200,,0.3996,,,
E1355_313,0.62651,,,,
E1110_71,,,0.14056,,
E623_180,0.35944,,,,
E1299_301,,,0.60241,,
E1057_162,,0.32329,,,
E321_238,,0.4759,,,
E447_309,,0.61847,,,
E424_219,0.43775,,,,
E1132_193,0.38554,,,,
E1504_170,,,0.33936,,
E572_470,,,,,0.9417700000000001
E1187_155,0.30924,,,,
E1394_184,,0.36746999999999996,,,
E233_326,,,,,0.65261
E1364_291,,,0.58233,,
E899_303,,,0.60643,,
E1959_68,,,0.13454000000000002,,
E963_86,,0.17068,,,
E383_344,,0.68876,,,
E889_405,0.81124,,,,
E120_392,,0.78514,,,
E646_237,0.4739,,,,
E33_475,0.95181,,,,
E1691_35,0.06827000000000001,,,,
E1484_363,0.7269100000000001,,,,
E525_406,0.81325,,,,
E1973_405,0.81124,,,,
E62_118,0.23494,,,,
E1333_213,,,,,0.4257
E1008_151,0.3012,,,,
E98_234,0.46787,,,,
E1952_196,0.39157,,,,
E927_168,,0.33534,,,
E1919_349,0.6988,,,,
E1753_399,,,0.7992,,
E1702_118,0.23494,,,,
E692_151,,,0.3012,,
E1685_436,,,,0.87349,
E1154_192,,,,0.38353000000000004,
E1121_193,,0.38554,,,
E516_136,,,0.27108000000000004,,
E481_340,,0.68072,,,
E250_483,,0.9678700000000001,,,
E374_388,0.7771100000000001,,,,
E1733_286,,0.57229,,,
E376_426,0.85341,,,,
E402_418,,0.83735,,,
E1080_408,,,0.8172699999999999,,
E1420_280,,,0.56024,,
E135_9,,,0.016059999999999998,,
E1651_216,,,0.43173,,
E253_118,,,0.23494,,
E1497_111,,,0.22088000000000002,,
E1720_432,,0.86546,,,
E427_127,,0.25301,,,
E1351_7,0.01205,,,,
E317_307,0.61446,,,,
E1161_336,,,0.67269,,
E1032_461,,,0.92369,,
E1715_219,0.43775,,,,
E1185_418,,0.83735,,,
E434_139,0.27710999999999997,,,,
E982_76,0.1506,,,,
E1348_365,,,0.73092,,
E82_16,,,0.030119999999999997,,
E1480_44,,,0.08635,,
E1866_410,0.82129,,,,
E1089_416,0.8333299999999999,,,,
E77_421,0.8433700000000001,,,,
E1108_437,0.8755,,,,
E429_407,,,,,0.81526
E1795_473,,,0.9477899999999999,,
E524_386,,,0.7730899999999999,,
E1429_28,,0.054220000000000004,,,
E265_8,,0.01406,,,
E496_202,,,0.40360999999999997,,
E1596_364,,0.72892,,,
E189_150,,,0.2992,,
E1658_288,,,0.57631,,
E175_363,,0.7269100000000001,,,
E1652_400,,,0.8012,,
E225_177,,0.35341,,,
E1225_106,,,0.21084,,
E113_365,,0.73092,,,
E1271_146,,,0.29116,,
E1176_324,,,,,0.64859
E1768_137,,,,0.27309,
E1061_494,0.9899600000000001,,,,
E1013_204,0.40763,,,,
E1963_456,,,,,0.91365
E355_480,,,0.96185,,
E137_91,0.18072,,,,
E879_263,,0.5261,,,
E1474_178,,0.35541999999999996,,,
E1027_61,,0.12047999999999999,,,
E1039_382,0.7650600000000001,,,,
E1812_452,,0.9056200000000001,,,
E1536_327,0.65462,,,,
E1968_429,,,,,0.85944
E1389_391,,,0.78313,,
E211_249,,0.49799,,,
E1206_310,,0.62048,,,
E1315_24,0.04618,,,,
E1361_7,,,0.01205,,
E329_471,,,0.94378,,
E461_4,0.00602,,,,
E950_356,0.71285,,,,
E336_302,0.60442,,,,
E1485_136,,,0.27108000000000004,,
E1076_232,,,0.46386000000000005,,
E1522_142,,0.28313,,,
E244_135,0.26908000000000004,,,,
E854_479,0.9598399999999999,,,,
E34_207,,0.41365,,,
E1252_233,,,0.46586000000000005,,
E22_333,,,0.66667,,
E518_224,0.44778999999999997,,,,
E935_181,,0.36145,,,
E1595_130,,,0.25904,,
E1527_308,0.61647,,,,
E1875_426,0.85341,,,,
E1045_194,,0.38755,,,
E1711_296,0.59237,,,,
E1224_306,,,0.61245,,
E1402_314,0.62851,,,,
E1778_389,0.77912,,,,
E1769_142,,0.28313,,,
E1673_55,,,,,0.10843
E1295_392,,,0.78514,,
E164_213,0.4257,,,,
E1124_357,,,0.71486,,
E774_63,0.1245,,,,
E880_346,,,0.69277,,
E102_325,0.6506,,,,
E308_431,,,,,0.86345
E654_467,0.93574,,,,
E1647_484,0.96988,,,,
E338_390,0.78112,,,,
E827_210,,0.41968,,,
E1024_328,,,0.65663,,
E172_272,,0.54418,,,
E1401_121,,,0.24095999999999998,,
E430_201,,,0.40160999999999997,,
E1247_328,,,0.65663,,
E590_42,,0.08233,,,
E1951_276,,,0.5522100000000001,,
E1060_409,,0.8192799999999999,,,
E660_390,,,0.78112,,
E1846_418,,,0.83735,,
E1948_85,0.16867000000000001,,,,
E1750_287,0.5743,,,,
E723_311,0.62249,,,,
E534_78,,0.15462,,,
E2_206,,,0.41165,,
E585_277,,,0.5542199999999999,,
E1352_137,0.27309,,,,
E1888_176,0.35141,,,,
E1782_248,,0.49598000000000003,,,
E106_141,,0.28112,,,
E436_245,,0.48996000000000006,,,
E278_405,,,0.81124,,
E129_16,0.030119999999999997,,,,
E1789_411,,,0.82329,,
E1747_272,,0.54418,,,
E631_56,,,0.11044000000000001,,
E1791_380,0.7610399999999999,,,,
E259_248,,,0.49598000000000003,,
E664_27,0.05221,,,,
E1387_384,,,0.76908,,
E1941_299,,,0.59839,,
E1191_36,,0.07028,,,
E703_206,,0.41165,,,
E342_457,,,,0.91566,
E116_446,,,0.8935700000000001,,
E1149_143,,,0.28514,,
E1172_355,,0.7108399999999999,,,
E1244_349,0.6988,,,,
E799_46,0.09036,,,,
E1901_377,,0.75502,,,
E1856_410,,0.82129,,,
E825_143,,0.28514,,,
E195_26,0.0502,,,,
E54_203,0.40562,,,,
E1443_50,,,0.09838999999999999,,
E591_109,0.21686999999999998,,,,
E1221_320,,,0.64056,,
E412_74,,,0.14659,,
E1516_493,,,0.98795,,
E344_443,,0.88755,,,
E757_177,,0.35341,,,
E1505_378,,,,,0.75703
E42_59,,0.11647,,,
E754_240,0.47991999999999996,,,,
E1912_396,,0.7931699999999999,,,
E1523_114,,,0.22691,,
E647_250,,,0.5,,
E805_337,0.6747,,,,
E1903_482,,,0.96586,,
E170_121,,,,,0.24095999999999998
E1391_94,,,0.18675,,
E1924_146,0.29116,,,,
E1649_381,,,0.76305,,
E1577_150,,,0.2992,,
E761_267,,,0.53414,,
E1029_135,0.26908000000000004,,,,
E1098_497,,0.99598,,,
E1503_298,,0.59639,,,
E81_113,0.2249,,,,
E1398_387,,0.7751,,,
E888_224,,0.44778999999999997,,,
E485_201,,0.40160999999999997,,,
E363_421,0.8433700000000001,,,,
E1469_271,,,,0.5421699999999999,
E1745_460,0.92169,,,,
E50_49,,,,,0.09639
E1694_373,,,0.7469899999999999,,
E24_110,0.21888000000000002,,,,
E110_97,,,0.19277,,
E370_466,,0.93373,,,
E1074_362,0.7249,,,,
E1598_328,0.65663,,,,
E1562_493,0.98795,,,,
E818_93,,0.18474000000000002,,,
E349_178,,0.35541999999999996,,,
E471_217,,,0.43373,,
E458_342,,0.68474,,,
E1160_152,,,0.30321,,
E352_499,1.0,,,,
E1115_182,,,0.36345,,
E1816_323,,,0.64659,,
E94_146,0.29116,,,,
E1493_87,,,0.17269,,
E27_291,,0.58233,,,
E1350_311,0.62249,,,,
E107_315,0.63052,,,,
E227_169,0.33735,,,,
E1426_207,,,0.41365,,
E1752_209,,,0.41767,,
E1714_112,,0.22289,,,
E764_86,,0.17068,,,
E1890_261,,,0.5220899999999999,,
E777_238,,,0.4759,,
E1275_487,0.9759,,,,
E1321_446,,,0.8935700000000001,,
E644_469,0.93976,,,,
E332_16,0.030119999999999997,,,,
E779_247,,0.49398000000000003,,,
E367_152,,0.30321,,,
E1488_329,,,0.65863,,
E51_198,,,0.39558000000000004,,
E1214_43,,,0.08434,,
E391_2,,0.00201,,,
E1042_478,,0.95783,,,
E156_497,0.99598,,,,
E230_22,0.04217,,,,
E1344_310,,,0.62048,,
E1939_486,0.9739,,,,
E807_447,,0.8955799999999999,,,
E1670_141,0.28112,,,,
E117_25,,,0.04819,,
E1976_136,0.27108000000000004,,,,
E613_481,0.96386,,,,
E1849_476,,,0.9538200000000001,,
E500_16,,,0.030119999999999997,,
E1842_204,,0.40763,,,
E1267_25,0.04819,,,,
E973_77,,,0.15261,,
E1077_464,,,,0.9297200000000001,
E119_131,0.26104,,,,
E1088_436,,,0.87349,,
E1839_62,,,0.12249000000000002,,
E1197_383,,,,0.76707,
E1421_32,,0.06225,,,
E1609_59,,,0.11647,,
E1654_121,,,,,0.24095999999999998
E563_254,,0.50803,,,
E213_384,,0.76908,,,
E1263_13,,,,0.0241,
E1306_411,,,0.82329,,
E717_362,,,0.7249,,
E70_345,,0.69076,,,
E153_20,,0.03815,,,
E95_165,,0.32932,,,
E1601_428,,,,0.8574299999999999,
E1052_306,,,0.61245,,
E1289_250,,,0.5,,
E1699_420,,0.8413700000000001,,,
E1588_283,,0.5662699999999999,,,
E73_30,,0.05823,,,
E720_263,0.5261,,,,
E1495_450,,0.90161,,,
E1331_301,,,0.60241,,
E1372_170,0.33936,,,,
E811_365,,,0.73092,,
E1950_147,0.29317,,,,
E612_95,0.18875999999999998,,,,
E214_141,0.28112,,,,
E1270_190,,0.37951999999999997,,,
E322_175,,,,,0.3494
E1840_278,,,0.5562199999999999,,
E1261_425,,0.85141,,,
E809_324,,0.64859,,,
E1384_255,,,0.5100399999999999,,
E1618_449,,,0.8996,,
E263_219,0.43775,,,,
E627_434,0.8694799999999999,,,,
E1515_207,0.41365,,,,
E1650_198,,0.39558000000000004,,,
E828_474,0.9498,,,,
E1845_327,0.65462,,,,
E1313_224,,0.44778999999999997,,,
E1936_445,,,0.8915700000000001,,
E835_233,,,0.46586000000000005,,
E1887_131,,0.26104,,,
E1178_85,,0.16867000000000001,,,
E614_299,0.59839,,,,
E1059_155,,0.30924,,,
E624_476,,,,,0.9538200000000001
E604_285,,,0.57028,,
E1097_65,0.12850999999999999,,,,
E217_293,0.58635,,,,
E1730_265,,,0.53012,,
E1044_299,,,0.59839,,
E59_491,0.9839399999999999,,,,
E1997_487,0.9759,,,,
E1248_123,0.24498000000000003,,,,
E1580_269,,0.53815,,,
E390_332,,,0.66466,,
E1141_273,,0.54618,,,
E1453_353,,,,0.7068300000000001,
E399_34,0.06627000000000001,,,,
E992_124,,0.24699000000000002,,,
E1541_205,,,0.40963999999999995,,
E408_352,,0.70482,,,
E1079_338,,0.67671,,,
E151_170,,,,,0.33936
E1140_192,,0.38353000000000004,,,
E268_350,,0.7008,,,
E727_163,,0.3253,,,
E1927_49,,,0.09639,,
E704_334,,0.66867,,,
E1817_28,,,0.054220000000000004,,
E1483_448,,,,0.89759,
E1501_231,,,0.46185,,
E1719_29,,,0.056220000000000006,,
E1974_416,0.8333299999999999,,,,
E1666_250,,0.5,,,
E796_320,,,,,0.64056
E306_323,,,0.64659,,
E1988_82,,0.16265,,,
E39_386,0.7730899999999999,,,,
E97_137,,0.27309,,,
E1255_491,,,0.9839399999999999,,
E902_416,,,0.8333299999999999,,
E1433_492,0.9859399999999999,,,,
E453_194,,,,0.38755,
E372_87,,,0.17269,,
E938_418,0.83735,,,,
E984_473,0.9477899999999999,,,,
E19_312,0.6245,,,,
E1643_377,,,,,0.75502
E1717_84,0.16667,,,,
E700_496,0.99398,,,,
E473_158,,,0.31526,,
E160_291,,,0.58233,,
E1700_495,,0.99197,,,
E1669_400,,,0.8012,,
E990_308,0.61647,,,,
E1157_372,,,0.74498,,
E1073_110,0.21888000000000002,,,,
E564_350,,0.7008,,,
E1512_16,,,,,0.030119999999999997
E1038_389,,,0.77912,,
E1692_213,,,,,0.4257
E566_41,,,0.08032,,
E1210_170,,,0.33936,,
E1268_391,,0.78313,,,
E1153_310,,0.62048,,,
E1207_484,,,0.96988,,
E1470_32,0.06225,,,,
E456_296,0.59237,,,,
E275_308,,,,,0.61647
E1163_433,0.8674700000000001,,,,
E1960_267,0.53414,,,,
E920_30,0.05823,,,,
E1188_250,,0.5,,,
E339_242,,,0.48394,,
E204_54,,0.10643,,,
E1847_30,,,0.05823,,
E1291_62,,0.12249000000000002,,,
E1880_376,0.7530100000000001,,,,
E559_172,,,0.34337,,
E622_216,,,,,0.43173
E1542_149,,0.29719,,,
E1549_37,,,0.07229,,
E1814_271,0.5421699999999999,,,,
E84_322,0.64458,,,,
E328_25,,,0.04819,,
E1623_89,,0.17670999999999998,,,
E836_426,0.85341,,,,
E1707_346,,,0.69277,,
E1117_296,0.59237,,,,
E1923_30,,,0.05823,,
E1499_241,0.48193,,,,
E907_317,,,0.63454,,
E763_113,,0.2249,,,
E1411_31,0.060239999999999995,,,,
E1565_241,,0.48193,,,
E1007_35,,,0.06827000000000001,,
E65_116,,,0.23092,,
E860_165,0.32932,,,,
E1144_84,0.16667,,,,
E68_48,,,0.09437999999999999,,
E912_208,,,0.41566000000000003,,
E340_313,,,,0.62651,
E122_457,,0.91566,,,
E667_105,0.20884,,,,
E1319_107,,,0.21285,,
E831_160,,,0.31928,,
E1390_443,0.88755,,,,
E545_166,,,0.33133,,
E790_346,,0.69277,,,
E282_399,0.7992,,,,
E509_329,,0.65863,,,
E531_122,,0.24297,,,
E1357_201,0.40160999999999997,,,,
E605_54,0.10643,,,,
E1082_319,,,,,0.63855
E409_242,,0.48394,,,
E1269_390,0.78112,,,,
E770_458,,,,,0.9176700000000001
E706_334,0.66867,,,,
E334_63,,0.1245,,,
E457_362,,,,0.7249,
E1728_299,,,0.59839,,
E999_462,0.9257,,,,
E440_310,,,,0.62048,
E670_429,,,0.85944,,
E1393_487,,,,,0.9759
E1006_198,,,0.39558000000000004,,
E126_473,,,0.9477899999999999,,
E1462_106,,,,0.21084,
E1820_387,0.7751,,,,
E197_39,,,0.07631,,
E817_140,,0.27912,,,
E1897_387,,0.7751,,,
E1628_216,,0.43173,,,
E784_279,,,,0.55823,
E1349_214,0.42771000000000003,,,,
E887_276,,,,0.5522100000000001,
E526_356,,0.71285,,,
E1230_183,0.36546,,,,
E1083_305,0.61044,,,,
E1127_27,,0.05221,,,
E1980_410,,0.82129,,,
E1934_79,,,0.15663,,
E1510_228,0.45582,,,,
E941_362,0.7249,,,,
E414_431,0.86345,,,,
E161_339,0.67871,,,,
E1637_88,,,0.1747,,
E381_275,,0.5502,,,
E1594_189,,,0.37751,,
E1706_396,,,0.7931699999999999,,
E661_55,,,0.10843,,
E1860_204,0.40763,,,,
E1644_12,,,,,0.022090000000000002
E1146_52,,0.10240999999999999,,,
E1442_149,,0.29719,,,
E944_41,0.08032,,,,
E350_353,,,0.7068300000000001,,
E495_299,0.59839,,,,
E738_290,,,,0.58032,
E1028_176,,,0.35141,,
E1907_188,,0.3755,,,
E1337_227,,0.45382,,,
E1436_136,,0.27108000000000004,,,
E1359_347,0.6947800000000001,,,,
E780_70,0.13855,,,,
E100_485,0.9718899999999999,,,,
E1589_215,,0.42972,,,
E86_235,,0.46988,,,
E1502_202,0.40360999999999997,,,,
E1025_170,,,0.33936,,
E1169_364,0.72892,,,,
E1262_180,0.35944,,,,
E327_285,0.57028,,,,
E1138_23,,,0.044180000000000004,,
E1832_242,0.48394,,,,
E298_402,0.8052199999999999,,,,
E1620_146,,,,0.29116,
E155_273,,,0.54618,,
E1298_173,,,0.34538,,
E1009_32,,,0.06225,,
E587_452,0.9056200000000001,,,,
E1837_1,,,,0.0,
E1835_53,,0.10442,,,
E1209_183,0.36546,,,,
E1933_420,,0.8413700000000001,,,
E903_486,0.9739,,,,
E1096_361,,,0.7228899999999999,,
E1078_327,0.65462,,,,
E1754_313,,0.62651,,,
E1113_185,,,0.36948000000000003,,
E549_94,,,0.18675,,
E1506_119,,,0.23695,,
E584_12,,0.022090000000000002,,,
E1312_189,0.37751,,,,
E1015_165,,,0.32932,,
E1095_334,0.66867,,,,
E758_323,0.64659,,,,
E1111_451,,,,0.90361,
E522_490,,,0.98193,,
E562_366,0.73293,,,,
E1215_338,,0.67671,,,
E1944_184,,0.36746999999999996,,,
E66_218,,,0.43573999999999996,,
E226_35,0.06827000000000001,,,,
E1575_18,,0.03414,,,
E1070_149,0.29719,,,,
E1929_453,0.9076299999999999,,,,
E41_158,0.31526,,,,
E1064_344,,0.68876,,,
E291_146,0.29116,,,,
E511_36,0.07028,,,,
E12_388,0.7771100000000001,,,,
E138_252,,,0.50402,,
E657_413,,0.82731,,,
E972_217,0.43373,,,,
E1218_70,0.13855,,,,
E441_129,,0.25703000000000004,,,
E360_111,,,,,0.22088000000000002
E1977_84,0.16667,,,,
E1014_170,,0.33936,,,
E428_349,0.6988,,,,
E512_486,,,0.9739,,
E543_472,,,0.94578,,
E1476_7,,,0.01205,,
E368_251,,,0.5020100000000001,,
E165_267,0.53414,,,,
E530_23,,,0.044180000000000004,,
E1251_79,0.15663,,,,
E1104_373,,,0.7469899999999999,,
E616_436,,,,,0.87349
E551_457,,0.91566,,,
E1336_174,,,0.34739000000000003,,
E1886_281,0.56225,,,,
E454_20,0.03815,,,,
E476_67,,,0.13253,,
E419_372,,,0.74498,,
E1182_195,0.38956,,,,
E947_348,,,0.6967899999999999,,
E1844_36,,,0.07028,,
E36_159,,0.31727,,,
E1213_322,,,,0.64458,
E1971_98,0.19478,,,,
E1830_329,0.65863,,,,
E923_131,0.26104,,,,
E1604_125,0.249,,,,
E535_229,,0.45783,,,
E756_295,,,0.59036,,
E449_82,,0.16265,,,
E316_292,,0.58434,,,
E437_317,0.63454,,,,
E625_381,,0.76305,,,
E620_162,0.32329,,,,
E1448_119,0.23695,,,,
E369_438,,0.87751,,,
E914_7,,0.01205,,,
E1703_147,,,0.29317,,
E302_185,0.36948000000000003,,,,
E330_332,,,0.66466,,
E1996_279,,,0.55823,,
E514_146,0.29116,,,,
E1282_394,,0.7891600000000001,,,
E1909_211,0.42168999999999995,,,,
E755_170,0.33936,,,,
E121_217,,,0.43373,,
E397_247,,,0.49398000000000003,,
E75_180,,0.35944,,,
E1879_108,,0.21486,,,
E35_392,,0.78514,,,
E1253_368,,,0.73695,,
E494_324,0.64859,,,,
E650_89,0.17670999999999998,,,,
E1550_164,,,0.32731,,
E1419_82,,0.16265,,,
E1231_191,,,,,0.38153000000000004
E759_266,0.53213,,,,
E103_479,0.9598399999999999,,,,
E1678_470,0.9417700000000001,,,,
E910_245,0.48996000000000006,,,,
E1277_233,,,0.46586000000000005,,
E1058_39,,0.07631,,,
E1788_379,0.7590399999999999,,,,
E1222_117,,,0.23293000000000003,,
E1603_470,,,0.9417700000000001,,
E1986_257,0.5140600000000001,,,,
E1329_286,,0.57229,,,
E645_229,0.45783,,,,
E1790_112,,0.22289,,,
E337_481,,,0.96386,,
E1827_397,0.79518,,,,
E1764_366,,,0.73293,,
E1698_172,0.34337,,,,
E1317_331,,,0.66265,,
E261_145,0.28916,,,,
E921_38,0.0743,,,,
E1632_189,,,0.37751,,
E841_425,0.85141,,,,
E254_10,,,0.01807,,
E900_123,,0.24498000000000003,,,
E865_145,,,0.28916,,
E411_259,,,0.51807,,
E1893_73,,0.14458,,,
E1273_308,,,0.61647,,
E1466_145,0.28916,,,,
E1566_116,0.23092,,,,
E1586_337,,,0.6747,,
E1198_11,,,0.02008,,
E1091_377,,,0.75502,,
E380_152,,,0.30321,,
E178_332,,0.66466,,,
E1629_396,0.7931699999999999,,,,
E8_239,0.47791000000000006,,,,
E304_267,0.53414,,,,
E246_463,,0.92771,,,
E484_336,,0.67269,,,
E1878_22,0.04217,,,,
E223_169,,,0.33735,,
E1145_118,0.23494,,,,
E638_231,,0.46185,,,
E1809_360,,,,,0.72088
E669_118,,,0.23494,,
E1964_122,,0.24297,,,
E242_424,,0.8494,,,
E1202_58,0.11445999999999999,,,,
E949_53,,,0.10442,,
E823_75,,,0.14859,,
E247_255,0.5100399999999999,,,,
E911_444,,0.88956,,,
E599_246,,,,,0.49196999999999996
E1447_223,0.44578,,,,
E687_48,0.09437999999999999,,,,
E167_74,0.14659,,,,
E1681_121,0.24095999999999998,,,,
E725_329,,0.65863,,,
E1559_211,,0.42168999999999995,,,
E683_164,,0.32731,,,
E1100_312,0.6245,,,,
E1871_94,0.18675,,,,
E1636_271,,0.5421699999999999,,,
E109_295,,0.59036,,,
E1193_332,0.66466,,,,
E310_76,0.1506,,,,
