,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
G11,0.3293430999999999,0.2273731,0.1966552,0.3517102,0.0488713,0.3891071,0.3624231,0.0530947,0.0584558,0.2113625,0.0965148,0.1052036,0.0784329,0.2886777,0.0570773,0.3674534,0.0581405999999999,0.0121106,0.2634612,0.1869632,0.2024372,0.0114447,0.2554633,0.3184647,0.0759153,0.0014288,0.0697204,0.2707867,0.0063156,0.1196819,0.268409,0.3897002999999999,0.1234545,0.1840812999999999,0.210834,0.1156821,0.0821804999999999,0.0771322,0.3723887,0.3317395,0.2182194,0.071159,0.0201105,0.0042365,0.1740639,0.0231272,0.1350594,0.0526903,0.2261393,0.3490638,0.021786,0.0392652,0.1147351999999999,0.1802619999999999,0.2181281,0.2006793999999999,0.0017515999999999,0.0113058,0.1270286,0.1777407999999999,0.2652766,0.1910707,0.154913,0.0350559,0.2880125999999999,0.0527761,0.0427224,0.0042118,0.0099416,0.0676263,0.0669131,0.0566113,0.0607987,0.0901378,0.1274128,0.3395137,0.0267265,0.1514030999999999,0.4126087,0.0010525999999999,0.1771709,0.0241226,0.1143984999999999,0.1123183,0.1399049,0.2852151,0.3081466,0.2148074999999999,0.1383507,0.2544541,0.062521,0.0811557,0.2399183999999999,0.0931698,0.0064212,0.0564026,0.0739247,0.0107719,0.0129147,0.0809516999999999
G12,0.5598786,0.3663329,0.6040403,0.5060555,0.0953709,0.2774478,0.3475585,0.4230032,0.1872633,0.2507666,0.0120646,0.4380208,0.3157407,0.5800721999999999,0.4044543,0.2892093,0.3676841,0.5660744000000001,0.3356898,0.3074509,0.3197772,0.1976371,0.2125945,0.1620481,0.3379695,0.3351049,0.3557025,0.3898777,0.3831799,0.0283115,0.2352058,0.5374924,0.3612447,0.4740864000000001,0.1720652,0.1368472,0.2137764,0.4380780999999999,0.3866555999999999,0.6091723000000001,0.6685438,0.2066583,0.5821138000000001,0.1300424,0.3806129,0.4003483,0.2526681,0.1490065,0.5940533,0.400398,0.5079647,0.0417365,0.6130749,0.3768333,0.2153602,0.322636,0.2139212,0.3125518,0.2178179999999999,0.6240813000000001,0.2024176,0.7432364,0.2785107999999999,0.1867202,0.4174742,0.1381808,0.0753549999999999,0.3871063,0.3468676,0.3118703,0.3131795,0.1129351999999999,0.4682246,0.1031155,0.589921,0.2032568,0.3811699,0.0859067,0.3312055,0.3093371,0.5504863,0.0494151,0.4044186999999999,0.2218921,0.556272,0.1017745,0.7201178,0.6241201,0.5534941999999999,0.2122703999999999,0.5045185000000001,0.1271344,0.1461887,0.2453772,0.2309227,0.3694307,0.3885638,0.1347621,0.455032,0.1624068
G13,0.2273219,0.1884356,0.1256317,0.5475492,0.4778880999999999,0.1913065,0.1687716,0.3801115,0.1720877,0.1369888,0.3134735,0.509774,0.0738014999999999,0.1471017,0.5047823,0.3012232,0.2279897999999999,0.2580113,0.2853507,0.2417529,0.1274989,0.4991541,0.1922677,0.2832230999999999,0.1528157,0.4902760999999999,0.1503905999999999,0.1389875,0.4412238,0.4702581,0.3579968,0.3062234,0.1496294,0.290705,0.451244,0.2125674,0.1078809999999999,0.2685560999999999,0.1114987,0.3544967,0.3272055,0.2390744,0.079971,0.4114241,0.1245093,0.159058,0.5536774999999999,0.2240593,0.2106085,0.3167191,0.5851491,0.3694579,0.2494925999999999,0.0964725,0.4599859999999999,0.2736215,0.0891928,0.2009486,0.3967720999999999,0.2388583,0.4474758,0.4663644,0.4733157,0.129425,0.4682148,0.3123622,0.2223542999999999,0.2144538999999999,0.062612,0.3408557,0.4972675,0.1004414,0.1672425,0.0975838999999999,0.1493575,0.1592306,0.253458,0.1490897,0.3960397,0.0756674,0.2901944,0.4231897,0.4316905,0.1348309,0.2658538,0.1336608,0.4997974,0.118994,0.2329175,0.1605282999999999,0.4167174,0.3170509,0.2522307,0.2088742999999999,0.3698114999999999,0.4126208999999999,0.0979466,0.2433377,0.1623974,0.1024432
G14,0.0665114,0.140419,0.1093888,0.0660921,0.0740236,0.0559559999999999,0.1323817,0.047917,0.0832688,0.0690891,0.0768393999999999,0.1440707,0.0549153,0.1257296,0.0248915,0.0636597,0.032967,0.0443365,0.0560949,0.0987424,0.0387341999999999,0.1059653,0.0486901999999999,0.0695294,0.06238,0.0486841,0.029505,0.0176095,0.0387473,0.3575026,0.0260649999999999,0.0607495,0.0276058,0.0318610999999999,0.05272,0.0338346999999999,0.0695392,0.0990938,0.1140176999999999,0.0849029999999999,0.037759,0.0638798,0.0782518,0.0423172,0.0959422,0.0365689,0.1593107,0.0621536999999999,0.0675798,0.0220268,0.0462095,0.0636344,0.0778171,0.0786494,0.0916266,0.0611610999999999,0.0691247,0.1301086,0.0940797,0.0855134999999999,0.0763059,0.0563131,0.0808702999999999,0.0864597,0.0696765,0.07661,0.0402124,0.0562914999999999,0.0529025999999999,0.0625179999999999,0.0774431,0.0518503,0.046855,0.0635081,0.0711066,0.0059431999999999,0.0295832,0.0480311,0.1087789,0.0481386,0.0260525,0.0250802,0.0736233,0.0724662,0.0943389999999999,0.0125185,0.1020433999999999,0.0664626,0.0434958,0.0379588,0.041915,0.0927565,0.1204131,0.0365929,0.0621351999999999,0.0476917,0.0921551,0.043114,0.0556233,0.0507645
G15,0.4503282999999999,0.2305962,0.4021887,0.4653245,0.6306473000000001,0.4271427,0.1814291,0.2280800999999999,0.3987992,0.3260881,0.3579408,0.0010665,0.4050661,0.4149045999999999,0.4706874,0.3566322,0.669241,0.5354707,0.2804714,0.3514835,0.4823941,0.4963444,0.4093248,0.3190063,0.5899821999999999,0.2709099,0.4599342,0.4357104999999999,0.260483,0.0021171,0.4921026,0.3696576,0.490385,0.4166858,0.2881028,0.5414565,0.2368679,0.5827114000000001,0.3606077,0.3477225,0.4113867,0.3819126,0.4674139,0.3746707,0.4924978,0.4154362,0.009394,0.4620417999999999,0.3402094,0.1135593,0.4766185999999999,0.0093491,0.3930121,0.5490096999999999,0.4095106,0.2940857,0.5035788,0.44616,0.4166529,0.2271055,0.5105895,0.4150145,0.4884396,0.2706639,0.4148744,0.2451286,0.539573,0.4015838,0.3641873,0.4343675,0.419058,0.4576882,0.396503,0.3010647,0.3247952,0.3922021,0.3260987999999999,0.3986135,0.4487329,0.3294106,0.3087729,0.1925224999999999,0.0081403,0.490356,0.3565703,0.4384826,0.3667859,0.4500983,0.3004403,0.3697129,0.4076437,0.40075,0.4747509,0.616811,0.3046564,0.2894399,0.3222047999999999,0.3559072,0.3251236,0.3699422
G16,0.4227385,0.7876413000000001,0.6192911999999999,0.5997545999999999,0.5794239000000001,0.5029186,0.4535590999999999,0.5940321,0.3301215,0.1368,0.4653305,0.7336056,0.6306359,0.5269963000000001,0.5429615,0.3535215,0.7478304,0.3747945,0.5964063000000001,0.6676215,0.3858180999999999,0.4891272,0.4628877,0.5550944,0.4763144,0.0,0.7392196999999999,0.5918298000000001,0.5645485,0.6351654,0.4648198,0.7490503000000001,0.6748776999999999,0.645378,0.2959672,0.7395776,0.6494974,0.5605732,0.5596656,0.6604714,0.4165235,0.6616103,0.3593801,0.6149541999999999,0.7875166,0.3834854,0.5598171,0.6484263000000001,0.645641,0.5917097,0.4636316,0.6132951999999999,0.3430274,0.5730608,0.4720199,0.4262139,0.4918334,0.6484501,0.4348329999999999,0.5515658,0.5735204,0.4346178,0.6447831,0.6134224,0.6046047,0.6553227,0.0009281,0.3576515,0.4873265,0.6150618,0.5973698000000001,0.486996,0.7306981,0.6155499,0.6183191,0.5620967,0.6423129,0.3675505,0.6531087,0.6931512,0.6671173,0.5399063000000001,0.5081371,0.6746906,0.5709996,0.3042399,0.5393843,0.704365,0.4752959,0.3218515999999999,0.5500746999999999,0.5064223,0.6362436,0.6481715,0.5939483,0.8178122,0.6014630999999999,0.6934798000000001,0.6257865,0.5954429
G17,0.0731936,0.397468,0.1251101999999999,0.264042,0.3588696,0.0719202999999999,0.1977902999999999,0.1688102,0.2809382,0.1372477999999999,0.1149693,0.3581376,0.3533212999999999,0.1784252,0.3394942,0.2749742,0.3165817,0.2879676,0.1164208999999999,0.1973623,0.1403327,0.2641652,0.1426672999999999,0.1137097,0.1618395,0.6866701,0.1233359,0.4967769,0.1881002,0.4782542,0.2211922999999999,0.1320126,0.3081269,0.0924919,0.3085381,0.1709457,0.2257217,0.2056493,0.1556899,0.108022,0.0914262,0.2244788999999999,0.3098342,0.1240625,0.0931888999999999,0.1059973999999999,0.2518172,0.1855599,0.1488402,0.2510833999999999,0.1029713,0.2464814,0.1842851,0.1765956,0.0829848999999999,0.2279507999999999,0.1193275,0.3393029,0.2371748,0.3896915999999999,0.1049287,0.2295985,0.1095884,0.7318253,0.1430876,0.1154491,0.2558947,0.3732304,0.1233973999999999,0.5600676,0.1870151,0.3019412,0.1098241,0.2602039,0.2097885,0.1570136,0.1424855,0.1243404,0.1036561999999999,0.3148474,0.1931057,0.1541091,0.3677917,0.1811506,0.1628012,0.0902763,0.2412366,0.0965779,0.2276784999999999,0.2027602,0.3796982,0.4075230999999999,0.197744,0.1449124,0.108552,0.1236466999999999,0.1393269,0.1192280999999999,0.0640005999999999,0.4825138
G18,0.5958278,0.6314634,0.80245,0.5682835,0.6621933000000001,0.6035151,0.5929314,0.7503829000000001,0.5643784000000001,0.6845581000000001,0.6333009,0.039393,0.666076,0.318267,0.6752013000000001,0.5788045999999999,0.0113604,0.6319596,0.6444223000000001,0.5890907,0.5808536,0.6675684000000001,0.5663545,0.5411608,0.6838171,0.5524503000000001,0.5717453,0.7649518,0.6327073000000001,0.1399687999999999,0.5813647,0.5192886,0.5950632,0.6888366,0.5777199000000001,0.634501,0.6104088000000001,0.7141808000000001,0.6558956,0.6357615,0.5596992,0.6748917,0.6032251999999999,0.6127281,0.5759747,0.0515346999999999,0.5582453,0.1462392,0.6266564,0.625112,0.7620383000000001,0.6384,0.6986649,0.5985775999999999,0.6984366,0.6555904,0.5990495,0.6355101,0.5697259,0.5771475,0.6683915,0.5797135999999999,0.6051767,0.8311337999999999,0.5805441,0.7102635,0.6144335,0.5829075,0.5652451999999999,0.6987449,0.6665116,0.6592621999999999,0.6010359000000001,0.7481873,0.7719535,0.6737581,0.5966965,0.7018448,0.8316339,0.0739125,0.6097825,0.676208,0.714377,0.6624376000000001,0.6572316,0.6805217,0.7305590999999999,0.6939411999999999,0.6837183000000001,0.6080901999999999,0.0021394,0.7602354,0.6382621,0.5598569999999999,0.4572498,0.6858084,0.7162054,0.6312297,0.0217132999999999,0.6949703
G19,0.3662592,0.3451947,0.1874736,0.6117473000000001,0.5753201,0.3040888,0.5774286,0.2246199,0.4175157,0.199123,0.4706943,0.3369649,0.1609736,0.3081194,0.1816587,0.0966052,0.5850414,0.2751854,0.3438979,0.5512097,0.4008487,0.3835795999999999,0.3313696,0.4766384,0.411927,0.4520252,0.2955375,0.3426659,0.2796270999999999,0.367753,0.2759147999999999,0.4148319,0.2379053,0.0431871999999999,0.3816295999999999,0.2192242,0.0673684,0.598691,0.3340527,0.5804666,0.2939364,0.1137203,0.689762,0.2986679,0.5289069000000001,0.1139413,0.4818901,0.5148414000000001,0.2222844,0.4274555,0.0842158,0.5733878000000001,0.5057782000000001,0.2013987,0.3201381,0.3250637,0.5391978000000001,0.5315091,0.5650232,0.4299101999999999,0.4647286,0.4261279,0.5165543,0.5952018,0.145919,0.5345677,0.2408752999999999,0.3135894,0.6095676999999999,0.4980876,0.3576155,0.4550929,0.448171,0.0996615,0.2531245,0.512137,0.6753157,0.484475,0.3440348,0.6219029,0.3858749,0.5022039,0.3466639999999999,0.3215643,0.3079283,0.2558022,0.3908233,0.5961488,0.4093335999999999,0.0596280999999999,0.3445255,0.5689348000000001,0.6696685,0.4363287999999999,0.2804872,0.4666121,0.1912409,0.5190209,0.0083747999999999,0.2203717999999999
G20,0.5307039000000001,0.4094339,0.5364314,0.5078097,0.5023380999999999,0.4474803,0.4002379,0.4210515,0.3535581,0.4599603,0.5773305999999999,0.2116759,0.3951015999999999,0.5539935,0.2304304,0.279801,0.1800842999999999,0.4499282999999999,0.603197,0.1508132999999999,0.4136951,0.2000627999999999,0.4895350999999999,0.1326067,0.3470162,0.5977358,0.3355270999999999,0.1503519999999999,0.3027967,0.4804209,0.3471081,0.3477671,0.4306550999999999,0.0865481999999999,0.4441839,0.2036401,0.4914731,0.5727166,0.5480714,0.3013049,0.6130275,0.2936303,0.3388253,0.3642154,0.5188952,0.3269993,0.1770951,0.5667597,0.5832763000000001,0.2237387,0.0780998,0.3223975999999999,0.5369694,0.2248083,0.1688382,0.3338615,0.3921445,0.3395107,0.1200553999999999,0.2760634,0.2630152,0.5042519,0.4371922,0.0955873999999999,0.5273266,0.4372957,0.50658,0.1756273,0.4219002999999999,0.4309284,0.2400975,0.2133352,0.5906847,0.2491574,0.2250056,0.2361127,0.4734859,0.4102641999999999,0.19341,0.43905,0.4353672999999999,0.2638549,0.5729319,0.3831808,0.4396037999999999,0.1992857,0.1065059999999999,0.3520797,0.2695267,0.4600422999999999,0.0874178,0.3687034,0.3465255,0.5197622000000001,0.2002957,0.2050525,0.1960982,0.1643682,0.1737127,0.2798234
G21,0.0241467,0.0361916,0.081397,0.0085701,0.2679373,0.0919896,0.0825708999999999,0.16727,0.3590841,0.0051576999999999,0.3513571,0.4152420999999999,0.0401191,0.0339091,0.0113996,0.0022521,0.2678905,0.5240144,0.026527,0.0111320999999999,0.0002142,0.4672055999999999,0.1569381,0.0481299,0.0318654,0.2437871,0.1038861,0.1779802999999999,0.0090664,0.0379846999999999,0.0133313999999999,0.3314179,0.0098049,0.1792761,0.1110546,0.1354469,0.1086848999999999,0.0485493,0.1285883,0.1610878999999999,0.0241977,0.0642804,0.0113854,0.0347469,0.0245314,0.2596883,0.0187476,0.0961405,0.042386,0.1641114,0.0339039,0.3106094,0.0396633,0.1203623,0.3752793,0.2405018,0.1649487999999999,0.2614159,0.0297134,0.0910241,0.0053536,0.0017287,0.0937038999999999,0.0918655,0.0194119,0.0145055,0.1546744,0.0056147,0.1453597999999999,0.0322295,0.0187605,0.0830883,0.0433908999999999,0.0120153,0.0125432,0.0399925999999999,0.0666869,0.0171339,0.2656028,0.0053956,0.0013619,0.1922272,0.0300721,0.0233007999999999,0.2686615,0.1833386,0.1645542,0.1180181,0.0051882,0.1107744,0.1674626,0.1255413,0.2795765999999999,0.0110356,0.0200392,0.1314317,0.1022078,0.0057598,0.0217721,0.4681947
G22,0.6287149000000001,0.6217026999999999,0.6927154000000001,0.5265466999999999,0.421981,0.5432274,0.4973254,0.5287634,0.5527708,0.5636401999999999,0.6273162,0.1688412,0.6768079,0.6018683000000001,0.6627,0.8310081,0.6125376,0.3068856,0.5457666,0.5659276999999999,0.5720775,0.4818984999999999,0.6161376000000001,0.5598609999999999,0.6609508000000001,0.6852603,0.579179,0.6145162,0.3605652,0.1953395,0.627393,0.6419219,0.6200756,0.7705217,0.5905625,0.5867346999999999,0.4194372999999999,0.5845727,0.7364066999999999,0.6219121,0.662108,0.5705624,0.599973,0.6786367,0.6757425,0.5708044,0.2526599,0.5296498000000001,0.5499736,0.4280973,0.5212247999999999,0.3129252999999999,0.6418288000000001,0.6632079000000001,0.7247826,0.3793517,0.7023573000000001,0.7013188,0.5761556,0.4636425,0.6921642,0.7553564,0.5819006,0.522944,0.7616411999999999,0.4873452,0.5940459,0.6982031,0.6272131999999999,0.3615804999999999,0.6545655,0.7334602,0.5751208999999999,0.6274388000000001,0.6615183000000001,0.4920857,0.6611265000000001,0.661024,0.6360569,0.5887545999999999,0.4803762,0.4907997,0.266546,0.6333418000000001,0.617158,0.6450009,0.56538,0.6461034999999999,0.6250398,0.6897721,0.5700168000000001,0.4782587,0.3857872,0.5766946999999999,0.7605458,0.5655532,0.6053701,0.6089922,0.45676,0.6779005
G23,0.1750052,0.2209792,0.2529376,0.0662271,0.3525663,0.5081219,0.1483543,0.1760269,0.4085466,0.1995426,0.2203909999999999,0.1149765,0.2259022999999999,0.0856008,0.282592,0.303933,0.227453,0.1731274,0.1733589999999999,0.1103178999999999,0.4304136999999999,0.336158,0.1312777,0.1263886,0.1714848,0.1384953,0.2257393,0.3583055,0.2185398999999999,0.2178061999999999,0.2066406,0.1433007999999999,0.1827249,0.1889272,0.1749545,0.2271607,0.2027347,0.1966628,0.1787203,0.2031175,0.127221,0.4505090999999999,0.2571983,0.2344852,0.1352722,0.2981917,0.2252568999999999,0.1546727,0.1711359999999999,0.1842407999999999,0.0656546,0.2335092999999999,0.5935793,0.2626805,0.1792715,0.1115983,0.1797296,0.1580408999999999,0.1128841,0.1759213,0.1736564,0.3362707,0.1269017,0.1703826,0.1252544,0.2640162,0.1281875,0.1870762,0.1371253,0.2245962999999999,0.2394383,0.2669130999999999,0.2078574,0.3448946,0.232359,0.0646911999999999,0.1415526,0.1781769,0.1759698999999999,0.2543054,0.2257573,0.1963646,0.1827866,0.6063596,0.1972509,0.2578122,0.3470742,0.1856989,0.1694072999999999,0.2440763,0.1304579,0.1548967,0.1167752,0.5224693,0.2832269,0.2550441,0.16036,0.1821062,0.2388719999999999,0.1387184
G24,0.0133289999999999,0.0021148,0.0166255999999999,0.0015645,0.0005942,0.0322642999999999,0.0,0.0176434,0.0367922,0.0014445999999999,0.0046863,0.0285599,0.0230193,0.0026376999999999,0.0193402,0.0234565999999999,0.0036085,0.0605936,0.0082087,0.0216624,0.0298294,0.0017542,0.0459644,0.0165458,0.0461937,0.0002218999999999,0.0548541999999999,0.006308,0.0496353,0.0240862,0.0219787,0.0018762,0.0010428,0.0287077,0.0381658,0.0530857,0.039755,0.0417584,0.0001554999999999,0.0395969,0.0347913,0.0096086,0.0299189,0.0028965999999999,0.0166969,0.0004718,0.011172,0.0231153,0.0016151,0.0111612,0.0277673,0.0274870999999999,0.00215,0.0564418999999999,0.0423328,0.0058784,0.03038,0.0224477,0.0263509,0.0467114,0.050186,0.0067922,0.0294374,0.0462152,0.0354354,0.0028318,0.0069313999999999,0.0251242,0.0201209,0.0183844,0.0168266,0.0240453,0.0424750999999999,0.0005319,0.0002516,0.0553122,0.0003434,0.0007379999999999,0.0325708,0.0249119,0.0011474,0.0003799,0.0025264,0.0001704,0.0007666,0.0011212,0.029901,0.0005985,0.0149972,0.0019093,0.0006832,0.0327596999999999,0.0038288,0.002884,0.0027769,0.010302,0.0240386,0.0274077999999999,0.0116375,0.0170935
G25,0.5643509,0.5798915,0.5392340999999999,0.7632679,0.7699416,0.5012639,0.5449369000000001,0.4693779,0.7637838,0.6372956,0.6077644,0.5852004,0.4917882999999999,0.6593206,0.6632951,0.7262668000000001,0.6468263000000001,0.6112542,0.546458,0.6611391,0.6236143,0.626182,0.5978602,0.5240014000000001,0.5591604,0.5365536,0.6080511,0.6137423000000001,0.6342736999999999,0.5722472,0.5300901,0.6289507,0.6567394,0.5792221,0.5702457,0.6135487,0.6231711999999999,0.5815654,0.6166354000000001,0.582148,0.590561,0.5405953,0.6005448,0.7257526,0.5462984000000001,0.6473041,0.5669320999999999,0.5822341999999999,0.640976,0.8206435999999999,0.6195811999999999,0.7093638000000001,0.7236393,0.5388367,0.6920274000000001,0.6683861,0.5458943,0.5328897,0.5687112,0.6316625,0.6269491999999999,0.6863256999999999,0.5134896,0.7892832,0.6114337,0.607546,0.6314226,0.4929052,0.6377742,0.5901199,0.5978464,0.5469818000000001,0.5574138000000001,0.6060042,0.5236071,0.5739058000000001,0.6064295999999999,0.7027738,0.7154022,0.5198665,0.6016461,0.649863,0.5818044,0.5715014,0.7037554,0.6128395999999999,0.5376741,0.5613281999999999,0.5939522,0.6463439000000001,0.7246334,0.526306,0.6326875,0.6329241999999999,0.5624178000000001,0.5963658000000001,0.5368925,0.5756372,0.6212409999999999,0.5611877
G26,0.6907959,0.3782165999999999,0.5349843000000001,0.574623,0.5963381999999999,0.6947339,0.5735838000000001,0.7348268,0.6353859000000001,0.4728231,0.6095224,0.5588075,0.5942669,0.4277261999999999,0.5228907,0.3915697,0.3019159,0.6923949,0.4562252999999999,0.5982350000000001,0.3881185,0.575565,0.5651744000000001,0.6177816999999999,0.6696179,0.6401069,0.7334474,0.3055093,0.5857647,0.6262616999999999,0.5502139,0.6021573,0.5155875,0.5836503000000001,0.5473663000000001,0.6015496,0.5550693,0.5566959,0.4284462999999999,0.4297649,0.5996796,0.5661255999999999,0.5452,0.4058736,0.6450272,0.6304149,0.5757197,0.6936024000000001,0.370203,0.5980671999999999,0.6580499,0.6251774,0.6016102,0.3486836,0.5320388,0.3852954,0.6609165,0.5208083,0.5749721,0.6234703,0.6769111,0.3372472999999999,0.5127273,0.6417935,0.6126228,0.6576784000000001,0.5228215,0.6762158,0.6674458000000001,0.6940563,0.5070816,0.69443,0.6277413000000001,0.5681479,0.57533,0.7264241,0.5754060999999999,0.5282486999999999,0.6284653,0.2481888,0.6698651999999999,0.6424353,0.6464477,0.2315513,0.6519145000000001,0.5478369000000001,0.5966516,0.6598046,0.7202770000000001,0.3982855,0.6857781999999999,0.7200183000000001,0.543307,0.6085018,0.538866,0.6307195,0.4844055999999999,0.2627953,0.4246090999999999,0.5210407
G27,0.4846031,0.5931084,0.4812445999999999,0.3012235,0.4935231,0.4937542,0.1506152,0.415365,0.5202025,0.3016127999999999,0.5901571999999999,0.5849956999999999,0.4644680999999999,0.4771362,0.3673631,0.4943542,0.2063928,0.3680583,0.4004775,0.6016345000000001,0.3262870999999999,0.4034322999999999,0.5881323,0.3577275,0.46592,0.1963644,0.3727696,0.4238595999999999,0.411958,0.5797475999999999,0.5682773,0.3689785999999999,0.3466507,0.2774457,0.5777948,0.4860202999999999,0.3637264,0.5557972,0.3071761,0.298688,0.2244295,0.3629489999999999,0.4021008,0.5739181999999999,0.5097136999999999,0.4343938,0.5066769,0.4034849,0.4372045,0.4794241,0.3960913,0.4930642,0.4852787999999999,0.41801,0.5050895000000001,0.5521085,0.5283119000000001,0.3873912,0.3515907,0.2561467,0.2910822999999999,0.4925371,0.5541581,0.6723541999999999,0.5584401,0.5268957,0.4732409000000001,0.3246307,0.3640377999999999,0.4411949,0.4034495,0.4970095,0.3462763,0.4630497999999999,0.5403201999999999,0.4497649999999999,0.2838079,0.3124080999999999,0.2909669,0.3964232,0.4475322,0.5237364000000001,0.534269,0.5277338,0.484626,0.6034568,0.4197762,0.5172581,0.5314953,0.366598,0.3973277,0.4769315999999999,0.6787483,0.6098418999999999,0.4727094,0.4170403,0.6267508,0.4142449,0.5262279000000001,0.6411356
G28,0.5980738,0.5637397,0.4949332,0.2550719999999999,0.6710600999999999,0.58838,0.7053778,0.4692456,0.6881149999999999,0.1835127,0.2535976,0.4494867999999999,0.686081,0.5049266,0.6305005,0.6297385,0.6171533,0.571655,0.6500015,0.5447711999999999,0.5995761,0.5460608,0.6847460999999999,0.540566,0.0940511999999999,0.6076183000000001,0.1980827,0.6857960999999999,0.4332773,0.3799437,0.3688954,0.5965545999999999,0.3936942,0.6190486999999999,0.5331475,0.6621646,0.4803428,0.6414031,0.6148292,0.4454853,0.5522119000000001,0.3437974,0.4015808,0.1433212,0.2480933999999999,0.6709546999999999,0.6600064999999999,0.3943569,0.5926295,0.5972413000000001,0.2188737999999999,0.6279766999999999,0.7290880999999999,0.5668228,0.4999225999999999,0.4335714,0.6896291,0.7292285,0.6155835,0.6561334,0.5532868000000001,0.6242319000000001,0.6271278,0.6104856,0.6353118000000001,0.6721583000000001,0.4139835999999999,0.5831155,0.4586348,0.6898043,0.4521154,0.4351587999999999,0.6449804,0.6150416,0.6262816999999999,0.6780031999999999,0.5869501,0.7178321999999999,0.4704582,0.6075455,0.6021572,0.5660223000000001,0.4598524999999999,0.6122859,0.6081052,0.5401078,0.6432222,0.4949537,0.5166033,0.3403158,0.4928895,0.3785339,0.6147183,0.724336,0.6736141,0.4191085999999999,0.6160739000000001,0.4412207,0.5032135999999999,0.5404734
G29,0.4789584,0.4256225,0.4714854,0.4413982,0.4218781,0.4484117,0.4699572,0.5374121999999999,0.4372379,0.6819970999999999,0.6025406999999999,0.4075293,0.3653407999999999,0.6109544,0.5486095,0.5162609,0.4861134,0.5894348,0.5450946,0.7453063,0.5612458,0.6031148000000001,0.6868857,0.4954237,0.506354,0.5518443000000001,0.4154477,0.5331186,0.4899197,0.4158093,0.4668655,0.4663392,0.5467672,0.7009232,0.4631042999999999,0.633037,0.4946417999999999,0.4460058,0.5621055,0.5367516,0.4835649,0.7204034,0.554818,0.4152163,0.4760899999999999,0.5321163000000001,0.4541018,0.4536739999999999,0.4440170999999999,0.400757,0.7511793000000001,0.5182356,0.3895540999999999,0.6837641,0.5273180000000001,0.4189277,0.4804415,0.6273183000000001,0.5084495,0.4806376,0.4233264,0.5165417,0.6036855,0.4696359999999999,0.6086746,0.6754034999999999,0.7113895,0.6143517,0.4933717000000001,0.6187568,0.3856324,0.5762141,0.6248694,0.6669015,0.547383,0.4397864999999999,0.4327112,0.4493904,0.6569861,0.462566,0.5458206999999999,0.6546069999999999,0.3430039,0.5997066999999999,0.4368041,0.5232997,0.5110796,0.4022759,0.6102934,0.7187456999999999,0.6625059,0.6570676999999999,0.4701917,0.4187875,0.5586207,0.6949358,0.4309121,0.4380774999999999,0.6117774,0.4678303
G30,0.3356930999999999,0.3174924,0.3711944,0.3684734,0.2959295,0.2456481,0.3663901,0.3564279,0.1646647,0.1172347,0.2567226,0.0848158,0.1606985,0.4324592,0.1642638,0.1288075,0.0887992,0.3513034,0.2097194,0.3993087999999999,0.3567204,0.2336607,0.2676788,0.3129109,0.3383952,0.1843932,0.3186965,0.3507368,0.3583973,0.2574781,0.3024611,0.1617982,0.5497164999999999,0.3774676,0.33989,0.1918588,0.1378152,0.3996937,0.1974941,0.3190592,0.3868709,0.4202162,0.0874745,0.1924917,0.4374456,0.6734581999999999,0.2719649,0.2273292999999999,0.3308357999999999,0.1639122,0.3513348,0.4295411,0.3636864,0.3541914,0.3163700999999999,0.2836946,0.3566792,0.1836503,0.404416,0.2463806,0.2725247,0.3283687,0.4313867,0.1983387999999999,0.3307739999999999,0.196295,0.2406663999999999,0.4762135999999999,0.3434481,0.1799239,0.1349952999999999,0.2518079,0.4287646,0.3044192999999999,0.3532538,0.3057700999999999,0.2058393,0.3160683,0.175201,0.4080178,0.2265707,0.3762569,0.1760493,0.3028401,0.3857714,0.0037442,0.3405818,0.2556646999999999,0.3778033,0.6231317,0.1588952,0.3325582,0.3943099,0.3573525,0.5508202,0.2282747,0.2507612999999999,0.4819274999999999,0.6796501,0.3435812
